image_path,filename,relative_path,dataset,normalized_mos,mos_100,split,hard_false_positive,strong_hard_false_positive,manual_false_positive,missing_image,existing_combined_score,koniq_teacher_score,flive_teacher_score,mixed112_score,delta_mixed112_existing,guard_source_score_100,guard_cap_100,false_positive_margin,source_note
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__67158.jpg,AVA__67158.jpg,voc_emotic_ava/AVA__67158.jpg,flive,0.2657116323721198,26.57116323721198,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/01158.jpg,01158.jpg,01158.jpg,spaq,0.669,66.9,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/11005410885.jpg,11005410885.jpg,11005410885.jpg,koniq,0.554915966386555,55.49159663865551,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/10044.jpg,10044.jpg,10044.jpg,spaq,0.3339999999999999,33.39999999999999,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/09285.jpg,09285.jpg,09285.jpg,spaq,0.634,63.4,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/00427.jpg,00427.jpg,00427.jpg,spaq,0.152,15.2,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/00132.jpg,00132.jpg,00132.jpg,spaq,0.5690000000000001,56.900000000000006,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/02202.jpg,02202.jpg,02202.jpg,spaq,0.383,38.3,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2012_001026.jpg,VOC2012__2012_001026.jpg,voc_emotic_ava/VOC2012__2012_001026.jpg,flive,0.699227362935452,69.9227362935452,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/05304.jpg,05304.jpg,05304.jpg,spaq,0.263,26.3,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/04240.jpg,04240.jpg,04240.jpg,spaq,0.819,81.89999999999999,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2008_008493.jpg,VOC2012__2008_008493.jpg,voc_emotic_ava/VOC2012__2008_008493.jpg,flive,0.7466159289622951,74.66159289622951,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__COCO_train2014_000000085110.jpg,EMOTIC__COCO_train2014_000000085110.jpg,voc_emotic_ava/EMOTIC__COCO_train2014_000000085110.jpg,flive,0.7773792179654986,77.73792179654986,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/8690378205.jpg,8690378205.jpg,8690378205.jpg,koniq,0.704620535714286,70.4620535714286,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/07360.jpg,07360.jpg,07360.jpg,spaq,0.7,70.0,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/6285772617.jpg,6285772617.jpg,6285772617.jpg,koniq,0.512886029411765,51.2886029411765,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/8948115296.jpg,8948115296.jpg,8948115296.jpg,koniq,0.531314655172414,53.1314655172414,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2011_000737.jpg,VOC2012__2011_000737.jpg,voc_emotic_ava/VOC2012__2011_000737.jpg,flive,0.6014477771192133,60.14477771192133,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__COCO_train2014_000000182634.jpg,EMOTIC__COCO_train2014_000000182634.jpg,voc_emotic_ava/EMOTIC__COCO_train2014_000000182634.jpg,flive,0.6604410986456023,66.04410986456023,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/05820.jpg,05820.jpg,05820.jpg,spaq,0.738,73.8,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/06640.jpg,06640.jpg,06640.jpg,spaq,0.49,49.0,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2012_002055.jpg,VOC2012__2012_002055.jpg,voc_emotic_ava/VOC2012__2012_002055.jpg,flive,0.6649584739848049,66.49584739848049,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__954227.jpg,AVA__954227.jpg,voc_emotic_ava/AVA__954227.jpg,flive,0.6675500159135476,66.75500159135476,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2008_000633.jpg,VOC2012__2008_000633.jpg,voc_emotic_ava/VOC2012__2008_000633.jpg,flive,0.7616666669267238,76.16666669267238,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/05805.jpg,05805.jpg,05805.jpg,spaq,0.3379999999999999,33.79999999999999,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2008_003025.jpg,JPEGImages__2008_003025.jpg,voc_emotic_ava/JPEGImages__2008_003025.jpg,flive,0.6664358170304427,66.64358170304428,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2011_006398.jpg,VOC2012__2011_006398.jpg,voc_emotic_ava/VOC2012__2011_006398.jpg,flive,0.6461353214649066,64.61353214649066,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/2725001053.jpg,2725001053.jpg,2725001053.jpg,koniq,0.299513888888889,29.951388888888903,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/02848.jpg,02848.jpg,02848.jpg,spaq,0.499,49.9,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/6892553923.jpg,6892553923.jpg,6892553923.jpg,koniq,0.475328947368421,47.5328947368421,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2008_007683.jpg,JPEGImages__2008_007683.jpg,voc_emotic_ava/JPEGImages__2008_007683.jpg,flive,0.7861005340884318,78.61005340884319,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__57015.jpg,AVA__57015.jpg,voc_emotic_ava/AVA__57015.jpg,flive,0.6238355479273524,62.38355479273524,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/215794898.jpg,215794898.jpg,215794898.jpg,koniq,0.527878151260504,52.7878151260504,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/3791999774.jpg,3791999774.jpg,3791999774.jpg,koniq,0.228738532110092,22.8738532110092,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2010_001331.jpg,JPEGImages__2010_001331.jpg,voc_emotic_ava/JPEGImages__2010_001331.jpg,flive,0.743260984233592,74.3260984233592,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/06424.jpg,06424.jpg,06424.jpg,spaq,0.403,40.300000000000004,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/00062.jpg,00062.jpg,00062.jpg,spaq,0.325,32.5,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/5680571645.jpg,5680571645.jpg,5680571645.jpg,koniq,0.31027027027027,31.027027027027,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__12966.jpg,AVA__12966.jpg,voc_emotic_ava/AVA__12966.jpg,flive,0.2726585025722196,27.265850257221956,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/03439.jpg,03439.jpg,03439.jpg,spaq,0.642,64.2,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__921485.jpg,AVA__921485.jpg,voc_emotic_ava/AVA__921485.jpg,flive,0.4113361405165952,41.13361405165952,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/04884.jpg,04884.jpg,04884.jpg,spaq,0.322,32.2,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2010_002211.jpg,VOC2012__2010_002211.jpg,voc_emotic_ava/VOC2012__2010_002211.jpg,flive,0.6914566035070355,69.14566035070355,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/01311.jpg,01311.jpg,01311.jpg,spaq,0.133,13.3,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/06310.jpg,06310.jpg,06310.jpg,spaq,0.8800000000000001,88.00000000000001,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/4683130999.jpg,4683130999.jpg,4683130999.jpg,koniq,0.636533018867925,63.653301886792505,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/08016.jpg,08016.jpg,08016.jpg,spaq,0.22,22.0,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/06917.jpg,06917.jpg,06917.jpg,spaq,0.305,30.5,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/2578696926.jpg,2578696926.jpg,2578696926.jpg,koniq,0.756150442477876,75.6150442477876,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/8306749332.jpg,8306749332.jpg,8306749332.jpg,koniq,0.725245535714286,72.5245535714286,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/01110.jpg,01110.jpg,01110.jpg,spaq,0.376,37.6,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__62055.jpg,AVA__62055.jpg,voc_emotic_ava/AVA__62055.jpg,flive,0.6438584680220287,64.38584680220288,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/outputs/test_vila_aesthetic_direct_compare_20260504_153044/thumbs/1675342165226-3.jpg,1675342165226-3.jpg,1675342165226-3.jpg,hard_fp,,,hard_fp,True,False,True,False,,,,,,,,5.0,manual_user_flagged
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2008_005873.jpg,JPEGImages__2008_005873.jpg,voc_emotic_ava/JPEGImages__2008_005873.jpg,flive,0.6223072182993081,62.230721829930815,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/5038604558.jpg,5038604558.jpg,5038604558.jpg,koniq,0.7822297297297299,78.222972972973,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/00666.jpg,00666.jpg,00666.jpg,spaq,0.5740000000000001,57.400000000000006,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2009_003229.jpg,JPEGImages__2009_003229.jpg,voc_emotic_ava/JPEGImages__2009_003229.jpg,flive,0.7291171751177301,72.911717511773,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/04538.jpg,04538.jpg,04538.jpg,spaq,0.323,32.300000000000004,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/5904145977.jpg,5904145977.jpg,5904145977.jpg,koniq,0.732064220183486,73.2064220183486,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/4845155288.jpg,4845155288.jpg,4845155288.jpg,koniq,0.621383928571429,62.1383928571429,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2010_005049.jpg,JPEGImages__2010_005049.jpg,voc_emotic_ava/JPEGImages__2010_005049.jpg,flive,0.702261205424167,70.22612054241671,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/10105.jpg,10105.jpg,10105.jpg,spaq,0.175,17.5,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/7472436450.jpg,7472436450.jpg,7472436450.jpg,koniq,0.26631067961165,26.631067961165,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/03170.jpg,03170.jpg,03170.jpg,spaq,0.403,40.300000000000004,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__547148.jpg,AVA__547148.jpg,voc_emotic_ava/AVA__547148.jpg,flive,0.770492888837948,77.0492888837948,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/1195689121.jpg,1195689121.jpg,1195689121.jpg,koniq,0.321347826086957,32.1347826086957,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/07273.jpg,07273.jpg,07273.jpg,spaq,0.705,70.5,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/6458754563.jpg,6458754563.jpg,6458754563.jpg,koniq,0.690625,69.0625,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/11063.jpg,11063.jpg,11063.jpg,spaq,0.298,29.799999999999997,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/05369.jpg,05369.jpg,05369.jpg,spaq,0.257,25.7,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/5286481593.jpg,5286481593.jpg,5286481593.jpg,koniq,0.656004464285714,65.6004464285714,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2009_000743.jpg,VOC2012__2009_000743.jpg,voc_emotic_ava/VOC2012__2009_000743.jpg,flive,0.7891172960329446,78.91172960329446,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/EMOTIC__COCO_train2014_000000451016.jpg,EMOTIC__COCO_train2014_000000451016.jpg,voc_emotic_ava/EMOTIC__COCO_train2014_000000451016.jpg,flive,0.7387263556393158,73.87263556393158,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__923559.jpg,AVA__923559.jpg,voc_emotic_ava/AVA__923559.jpg,flive,0.2867251784356799,28.67251784356799,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/08695.jpg,08695.jpg,08695.jpg,spaq,0.5309999999999999,53.099999999999994,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/4285776519.jpg,4285776519.jpg,4285776519.jpg,koniq,0.296370192307692,29.6370192307692,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/08707.jpg,08707.jpg,08707.jpg,spaq,0.267,26.700000000000003,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/02755.jpg,02755.jpg,02755.jpg,spaq,0.281,28.1,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/06750.jpg,06750.jpg,06750.jpg,spaq,0.628,62.8,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/07076.jpg,07076.jpg,07076.jpg,spaq,0.845,84.5,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/9444126747.jpg,9444126747.jpg,9444126747.jpg,koniq,0.712406542056075,71.2406542056075,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/03046.jpg,03046.jpg,03046.jpg,spaq,0.236,23.599999999999998,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/09863.jpg,09863.jpg,09863.jpg,spaq,0.426,42.6,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__51127.jpg,AVA__51127.jpg,voc_emotic_ava/AVA__51127.jpg,flive,0.1287267079522182,12.872670795221818,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2009_003409.jpg,JPEGImages__2009_003409.jpg,voc_emotic_ava/JPEGImages__2009_003409.jpg,flive,0.7250376875033622,72.50376875033622,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/JPEGImages__2009_001915.jpg,JPEGImages__2009_001915.jpg,voc_emotic_ava/JPEGImages__2009_001915.jpg,flive,0.7290054381505743,72.90054381505743,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/5397802120.jpg,5397802120.jpg,5397802120.jpg,koniq,0.715337837837838,71.5337837837838,val,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_val.csv
/home/omen_pc1/photo_score_project/data/raw/spaq/00049.jpg,00049.jpg,00049.jpg,spaq,0.368,36.8,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/VOC2012__2011_001236.jpg,VOC2012__2011_001236.jpg,voc_emotic_ava/VOC2012__2011_001236.jpg,flive,0.7342985959060452,73.42985959060452,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/flive/voc_emotic_ava/AVA__452506.jpg,AVA__452506.jpg,voc_emotic_ava/AVA__452506.jpg,flive,0.2518860642648012,25.18860642648012,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/3984248064.jpg,3984248064.jpg,3984248064.jpg,koniq,0.246021739130435,24.6021739130435,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/3338894282.jpg,3338894282.jpg,3338894282.jpg,koniq,0.637311320754717,63.7311320754717,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
/home/omen_pc1/photo_score_project/data/raw/koniq10k/images/3620726.jpg,3620726.jpg,3620726.jpg,koniq,0.242247899159664,24.2247899159664,train,False,False,False,False,,,,,,,,,manifest:data/processed/topiq_replacement/mixed_112_train.csv
