id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10
aadb__test__farm1_303_20106124902_3b94dcb393_b.jpg__f516dbd3,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_303_20106124902_3b94dcb393_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_303_20106124902_3b94dcb393_b.jpg,farm1_303_20106124902_3b94dcb393_b.jpg,1024,768,0.75,farm1_303_20106124902_3b94dcb393_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_305_19997682979_01f9c7e1dc_b.jpg__92280fa7,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19997682979_01f9c7e1dc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19997682979_01f9c7e1dc_b.jpg,farm1_305_19997682979_01f9c7e1dc_b.jpg,1024,696,0.55,farm1_305_19997682979_01f9c7e1dc_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_306_20190003345_b5c47e5144_b.jpg__b376b6f5,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_306_20190003345_b5c47e5144_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_306_20190003345_b5c47e5144_b.jpg,farm1_306_20190003345_b5c47e5144_b.jpg,1024,765,0.25,farm1_306_20190003345_b5c47e5144_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_309_19559415244_8285e8d835_b.jpg__31d2729e,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_309_19559415244_8285e8d835_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_309_19559415244_8285e8d835_b.jpg,farm1_309_19559415244_8285e8d835_b.jpg,577,1024,0.25,farm1_309_19559415244_8285e8d835_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_310_20186903552_99bed01d0b_b.jpg__7b39d38c,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_310_20186903552_99bed01d0b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_310_20186903552_99bed01d0b_b.jpg,farm1_310_20186903552_99bed01d0b_b.jpg,1024,768,0.7,farm1_310_20186903552_99bed01d0b_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_311_20129422536_e9952e0d6e_b.jpg__457e3546,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_311_20129422536_e9952e0d6e_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_311_20129422536_e9952e0d6e_b.jpg,farm1_311_20129422536_e9952e0d6e_b.jpg,1024,1024,0.3,farm1_311_20129422536_e9952e0d6e_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_314_19567031224_d455c61201_b.jpg__d5dea612,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_314_19567031224_d455c61201_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_314_19567031224_d455c61201_b.jpg,farm1_314_19567031224_d455c61201_b.jpg,765,1024,0.2,farm1_314_19567031224_d455c61201_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_315_19928229469_ec32836b2a_b.jpg__fdf62427,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_315_19928229469_ec32836b2a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_315_19928229469_ec32836b2a_b.jpg,farm1_315_19928229469_ec32836b2a_b.jpg,679,1024,0.45,farm1_315_19928229469_ec32836b2a_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_317_19584188743_ede41fd534_b.jpg__6d6ffad4,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_317_19584188743_ede41fd534_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_317_19584188743_ede41fd534_b.jpg,farm1_317_19584188743_ede41fd534_b.jpg,1024,726,0.55,farm1_317_19584188743_ede41fd534_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_320_19550659903_57bf320593_b.jpg__9eff386d,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_320_19550659903_57bf320593_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_320_19550659903_57bf320593_b.jpg,farm1_320_19550659903_57bf320593_b.jpg,1024,681,0.65,farm1_320_19550659903_57bf320593_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_324_20256603892_4f28060cb6_b.jpg__c91b942d,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_324_20256603892_4f28060cb6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_324_20256603892_4f28060cb6_b.jpg,farm1_324_20256603892_4f28060cb6_b.jpg,1024,683,0.4,farm1_324_20256603892_4f28060cb6_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_325_19519710033_7ab904d6dc_b.jpg__e4d8fd92,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_325_19519710033_7ab904d6dc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_325_19519710033_7ab904d6dc_b.jpg,farm1_325_19519710033_7ab904d6dc_b.jpg,1024,768,0.45,farm1_325_19519710033_7ab904d6dc_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_328_19990519121_0c71a40111_b.jpg__06365820,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_328_19990519121_0c71a40111_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_328_19990519121_0c71a40111_b.jpg,farm1_328_19990519121_0c71a40111_b.jpg,960,960,0.3,farm1_328_19990519121_0c71a40111_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_329_20012633540_412149c7b8_b.jpg__042c45a1,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20012633540_412149c7b8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20012633540_412149c7b8_b.jpg,farm1_329_20012633540_412149c7b8_b.jpg,1024,768,0.75,farm1_329_20012633540_412149c7b8_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_337_19447527383_45ab2ab4eb_b.jpg__cb97a051,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_337_19447527383_45ab2ab4eb_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_337_19447527383_45ab2ab4eb_b.jpg,farm1_337_19447527383_45ab2ab4eb_b.jpg,720,480,0.45,farm1_337_19447527383_45ab2ab4eb_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_340_20079599366_09404860f8_b.jpg__328b7a98,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_340_20079599366_09404860f8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_340_20079599366_09404860f8_b.jpg,farm1_340_20079599366_09404860f8_b.jpg,857,1024,0.8,farm1_340_20079599366_09404860f8_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_340_20331982251_d18cd574c3_b.jpg__3899af41,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_340_20331982251_d18cd574c3_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_340_20331982251_d18cd574c3_b.jpg,farm1_340_20331982251_d18cd574c3_b.jpg,768,1024,0.15,farm1_340_20331982251_d18cd574c3_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_343_20095781170_16f3d1682f_b.jpg__db92b7b9,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_343_20095781170_16f3d1682f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_343_20095781170_16f3d1682f_b.jpg,farm1_343_20095781170_16f3d1682f_b.jpg,1024,768,0.4,farm1_343_20095781170_16f3d1682f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_345_19479724063_02438178a3_b.jpg__c00ead5a,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_345_19479724063_02438178a3_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_345_19479724063_02438178a3_b.jpg,farm1_345_19479724063_02438178a3_b.jpg,1024,768,0.65,farm1_345_19479724063_02438178a3_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_345_20103573305_0bc8eb55e4_b.jpg__4c5eb28c,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_345_20103573305_0bc8eb55e4_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_345_20103573305_0bc8eb55e4_b.jpg,farm1_345_20103573305_0bc8eb55e4_b.jpg,1024,683,0.45,farm1_345_20103573305_0bc8eb55e4_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_346_20011469250_1f4b77f915_b.jpg__6482cdad,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_346_20011469250_1f4b77f915_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_346_20011469250_1f4b77f915_b.jpg,farm1_346_20011469250_1f4b77f915_b.jpg,1024,683,0.5,farm1_346_20011469250_1f4b77f915_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_347_19998876171_8cbce20f74_b.jpg__13fdafb8,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19998876171_8cbce20f74_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19998876171_8cbce20f74_b.jpg,farm1_347_19998876171_8cbce20f74_b.jpg,1024,654,0.6,farm1_347_19998876171_8cbce20f74_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_347_20140896818_3c28fd98d8_b.jpg__6e5fa991,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_20140896818_3c28fd98d8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_20140896818_3c28fd98d8_b.jpg,farm1_347_20140896818_3c28fd98d8_b.jpg,1024,683,0.75,farm1_347_20140896818_3c28fd98d8_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_354_20158248165_5c710d7c23_b.jpg__1035feaf,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_354_20158248165_5c710d7c23_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_354_20158248165_5c710d7c23_b.jpg,farm1_354_20158248165_5c710d7c23_b.jpg,1024,680,0.8,farm1_354_20158248165_5c710d7c23_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_354_20269637891_830acdc8fc_b.jpg__86ab8950,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_354_20269637891_830acdc8fc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_354_20269637891_830acdc8fc_b.jpg,farm1_354_20269637891_830acdc8fc_b.jpg,1024,587,0.6,farm1_354_20269637891_830acdc8fc_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_355_20006402098_61cde2936a_b.jpg__ec11e035,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20006402098_61cde2936a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20006402098_61cde2936a_b.jpg,farm1_355_20006402098_61cde2936a_b.jpg,1024,769,0.5,farm1_355_20006402098_61cde2936a_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_355_20172202686_11edfce2d0_b.jpg__90495770,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20172202686_11edfce2d0_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20172202686_11edfce2d0_b.jpg,farm1_355_20172202686_11edfce2d0_b.jpg,1024,683,0.7,farm1_355_20172202686_11edfce2d0_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_355_20174367956_c815c44ed3_b.jpg__c43e2637,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20174367956_c815c44ed3_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_355_20174367956_c815c44ed3_b.jpg,farm1_355_20174367956_c815c44ed3_b.jpg,1024,683,0.8,farm1_355_20174367956_c815c44ed3_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_356_20088067799_7f02e1ab68_b.jpg__fa7ea82d,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_356_20088067799_7f02e1ab68_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_356_20088067799_7f02e1ab68_b.jpg,farm1_356_20088067799_7f02e1ab68_b.jpg,750,499,0.55,farm1_356_20088067799_7f02e1ab68_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_356_20185738192_85136f72ff_b.jpg__60403e9c,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_356_20185738192_85136f72ff_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_356_20185738192_85136f72ff_b.jpg,farm1_356_20185738192_85136f72ff_b.jpg,1024,1024,0.75,farm1_356_20185738192_85136f72ff_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_359_20085333929_0bc9396e19_b.jpg__b9b3b019,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20085333929_0bc9396e19_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20085333929_0bc9396e19_b.jpg,farm1_359_20085333929_0bc9396e19_b.jpg,1024,576,0.45,farm1_359_20085333929_0bc9396e19_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__test__farm1_360_20086145695_df23586b3a_b.jpg__60193d1d,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_360_20086145695_df23586b3a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_360_20086145695_df23586b3a_b.jpg,farm1_360_20086145695_df23586b3a_b.jpg,1024,683,0.5,farm1_360_20086145695_df23586b3a_b.jpg,,,,,,,,,,,,,,,,,,,,,
