candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,aesthetic_signal,nima_unit_score,rgnet_score,alamp_score,weighted_aesthetic_score,balanced_comparison_score,primary_rank,primary_rank_percentile,source_split,ava_mean_score,aadb_score
gemini__3000__10__aadb__selected_high__farm1_548_19460383993_1d82142568_b.jpg__fa6ad8f6ac,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_548_19460383993_1d82142568_b.jpg,farm1_548_19460383993_1d82142568_b.jpg,aadb,selected_high,selected,strong,0.513149,0.618841,0.535565,0.566634,0.569677,645,0.21466666666666667,train,,0.35
gemini__3000__11__aadb__rejected_low__farm1_259_19573465643_c3cfa19e63_b.jpg__a47e95baa0,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_259_19573465643_c3cfa19e63_b.jpg,farm1_259_19573465643_c3cfa19e63_b.jpg,aadb,rejected_low,not_selected,weak,0.485883,0.343622,0.364886,0.36848,0.373467,2892,0.9636666666666667,train,,0.4
gemini__3000__12__aadb__selected_high__farm1_395_20022784108_4ab87e2dac_b.jpg__b2b0c62df0,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20022784108_4ab87e2dac_b.jpg,farm1_395_20022784108_4ab87e2dac_b.jpg,aadb,selected_high,selected,strong,0.514712,0.613529,0.613862,0.603814,0.59884,370,0.123,test,,0.95
gemini__3000__13__aadb__middle_near_miss__farm1_345_19479724063_02438178a3_b.jpg__b56517166b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_345_19479724063_02438178a3_b.jpg,farm1_345_19479724063_02438178a3_b.jpg,aadb,middle_near_miss,near_miss,medium,0.45558,0.541171,0.515446,0.519749,0.518042,1155,0.38466666666666666,test,,0.65
gemini__3000__14__aadb__middle_near_miss__farm1_314_19945735520_010863d64a_b.jpg__6654f1a598,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_314_19945735520_010863d64a_b.jpg,farm1_314_19945735520_010863d64a_b.jpg,aadb,middle_near_miss,near_miss,medium,0.523288,0.591806,0.357321,0.467712,0.487734,1933,0.644,train,,0.5
gemini__3000__15__ava__selected_high__841659.jpg__691a5822c3,/home/omen_pc1/ava/images/841659.jpg,841659.jpg,ava,selected_high,selected,strong,0.520282,0.712739,0.788613,0.73143,0.71422,38,0.012333333333333333,train,7.274112,
gemini__3000__16__aadb__middle_near_miss__farm1_258_19997849978_b25c023f53_b.jpg__05e7417f49,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_258_19997849978_b25c023f53_b.jpg,farm1_258_19997849978_b25c023f53_b.jpg,aadb,middle_near_miss,near_miss,medium,0.465147,0.433952,0.506948,0.473569,0.46783,1831,0.61,train,,0.125
gemini__3000__17__aadb__middle_near_miss__farm1_349_20262834232_0d0c1cc4c7_b.jpg__0c23eec4f3,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_349_20262834232_0d0c1cc4c7_b.jpg,farm1_349_20262834232_0d0c1cc4c7_b.jpg,aadb,middle_near_miss,near_miss,medium,0.505549,0.585999,0.471749,0.520829,0.528231,1138,0.379,train,,0.65
gemini__3000__18__ava__middle_near_miss__141517.jpg__8161e52471,/home/omen_pc1/ava/images/141517.jpg,141517.jpg,ava,middle_near_miss,near_miss,medium,0.486831,0.505625,0.499044,0.500455,0.500174,1434,0.4776666666666667,train,4.734767,
gemini__3000__19__ava__middle_near_miss__851256.jpg__12bf04d46c,/home/omen_pc1/ava/images/851256.jpg,851256.jpg,ava,middle_near_miss,near_miss,medium,0.46859,0.47581,0.503072,0.488719,0.485632,1589,0.5293333333333333,train,5.213837,
gemini__3000__20__ava__rejected_low__40287.jpg__18da8c0836,/home/omen_pc1/ava/images/40287.jpg,40287.jpg,ava,rejected_low,not_selected,weak,0.515995,0.403315,0.398195,0.412023,0.418169,2632,0.877,train,5.327189,
gemini__3000__21__aadb__rejected_low__farm1_283_19542016994_b0a92d8d0c_b.jpg__359ab7e456,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_283_19542016994_b0a92d8d0c_b.jpg,farm1_283_19542016994_b0a92d8d0c_b.jpg,aadb,rejected_low,not_selected,weak,0.496035,0.468272,0.426309,0.450067,0.455651,2209,0.736,train,,0.2
gemini__3000__22__aadb__middle_near_miss__farm4_3691_19504796184_928222d321_b.jpg__a74c49ad8a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3691_19504796184_928222d321_b.jpg,farm4_3691_19504796184_928222d321_b.jpg,aadb,middle_near_miss,near_miss,medium,0.497787,0.517635,0.511757,0.512711,0.512307,1249,0.416,test,,0.8
gemini__3000__23__aadb__middle_near_miss__farm1_285_20212938795_326abf07d9_b.jpg__b147b0f190,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_285_20212938795_326abf07d9_b.jpg,farm1_285_20212938795_326abf07d9_b.jpg,aadb,middle_near_miss,near_miss,medium,0.523179,0.510926,0.56267,0.538023,0.533462,916,0.305,test,,0.5
gemini__3000__24__ava__middle_near_miss__448198.jpg__cb33ff851b,/home/omen_pc1/ava/images/448198.jpg,448198.jpg,ava,middle_near_miss,near_miss,medium,0.513007,0.553327,0.442208,0.493735,0.502831,1525,0.508,val,4.436426,
gemini__3000__25__aadb__rejected_low__farm1_351_19994987098_4c45ea8372_b.jpg__7c6ffa5406,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_351_19994987098_4c45ea8372_b.jpg,farm1_351_19994987098_4c45ea8372_b.jpg,aadb,rejected_low,not_selected,weak,0.51255,0.364481,0.285076,0.339585,0.354929,2979,0.9926666666666667,train,,0.5
gemini__3000__26__aadb__rejected_low__farm1_294_19993298788_e6200ac398_b.jpg__6dd364c1c1,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_294_19993298788_e6200ac398_b.jpg,farm1_294_19993298788_e6200ac398_b.jpg,aadb,rejected_low,not_selected,weak,0.514103,0.51217,0.368192,0.440374,0.454869,2328,0.7756666666666666,val,,0.3
gemini__3000__27__aadb__rejected_low__farm1_350_20264857852_3140c28fa9_b.jpg__d7cb1d5193,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_350_20264857852_3140c28fa9_b.jpg,farm1_350_20264857852_3140c28fa9_b.jpg,aadb,rejected_low,not_selected,weak,0.525072,0.506664,0.402677,0.456511,0.46783,2103,0.7006666666666667,train,,0.6
gemini__3000__28__aadb__selected_high__farm1_320_20081432532_dbffd1f16a_b.jpg__14d5aa393e,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_320_20081432532_dbffd1f16a_b.jpg,farm1_320_20081432532_dbffd1f16a_b.jpg,aadb,selected_high,selected,strong,0.570264,0.668667,0.710101,0.679544,0.67048,102,0.033666666666666664,train,,0.85
gemini__3000__29__ava__selected_high__221321.jpg__86c5d4eb01,/home/omen_pc1/ava/images/221321.jpg,221321.jpg,ava,selected_high,selected,strong,0.549747,0.593992,0.625188,0.605166,0.599834,357,0.11866666666666667,train,5.776082,
gemini__3000__30__ava__selected_high__109778.jpg__9b375f2078,/home/omen_pc1/ava/images/109778.jpg,109778.jpg,ava,selected_high,selected,strong,0.527989,0.572981,0.553722,0.558852,0.558529,710,0.23633333333333334,train,5.770408,
gemini__3000__31__ava__middle_near_miss__759922.jpg__53c5f71960,/home/omen_pc1/ava/images/759922.jpg,759922.jpg,ava,middle_near_miss,near_miss,medium,0.539664,0.522672,0.44746,0.486765,0.495136,1619,0.5393333333333333,train,5.535135,
gemini__3000__32__ava__middle_near_miss__762102.jpg__8ae6d4d796,/home/omen_pc1/ava/images/762102.jpg,762102.jpg,ava,middle_near_miss,near_miss,medium,0.517103,0.598222,0.43225,0.507124,0.519665,1321,0.44,train,5.734375,
gemini__3000__33__ava__rejected_low__411732.jpg__0abed8a9ae,/home/omen_pc1/ava/images/411732.jpg,411732.jpg,ava,rejected_low,not_selected,weak,0.555961,0.373209,0.432024,0.420892,0.424148,2546,0.8483333333333334,train,6.327273,
gemini__3000__34__ava__middle_near_miss__276223.jpg__772aec50b3,/home/omen_pc1/ava/images/276223.jpg,276223.jpg,ava,middle_near_miss,near_miss,medium,0.53247,0.516768,0.488624,0.504266,0.507866,1365,0.45466666666666666,train,5.178182,
gemini__3000__35__aadb__middle_near_miss__farm1_361_20007022190_d4912c7ef1_b.jpg__53a3c1f51c,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_361_20007022190_d4912c7ef1_b.jpg,farm1_361_20007022190_d4912c7ef1_b.jpg,aadb,middle_near_miss,near_miss,medium,0.505891,0.444752,0.457191,0.457085,0.458898,2093,0.6973333333333334,train,,0.55
gemini__3000__36__ava__middle_near_miss__869535.jpg__fd0e3a73fb,/home/omen_pc1/ava/images/869535.jpg,869535.jpg,ava,middle_near_miss,near_miss,medium,0.575062,0.450904,0.528971,0.502353,0.500754,1398,0.4656666666666667,test,6.502439,
gemini__3000__37__aadb__middle_near_miss__farm1_270_20156668445_4e37679a90_b.jpg__a5862af9a4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_270_20156668445_4e37679a90_b.jpg,farm1_270_20156668445_4e37679a90_b.jpg,aadb,middle_near_miss,near_miss,medium,0.494037,0.465731,0.47242,0.471906,0.472653,1860,0.6196666666666667,val,,0.5
gemini__3000__38__aadb__rejected_low__farm1_287_20187063125_9353796fb9_b.jpg__2b4a426f4e,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_287_20187063125_9353796fb9_b.jpg,farm1_287_20187063125_9353796fb9_b.jpg,aadb,rejected_low,not_selected,weak,0.528117,0.476167,0.422939,0.454748,0.462668,2138,0.7123333333333334,val,,0.55
gemini__3000__39__ava__middle_near_miss__728838.jpg__6c8d990a4b,/home/omen_pc1/ava/images/728838.jpg,728838.jpg,ava,middle_near_miss,near_miss,medium,0.539087,0.498741,0.459765,0.483288,0.489202,1659,0.5526666666666666,train,6.068323,
gemini__3000__40__ava__middle_near_miss__126191.jpg__da30366386,/home/omen_pc1/ava/images/126191.jpg,126191.jpg,ava,middle_near_miss,near_miss,medium,0.534194,0.491114,0.514791,0.507261,0.507047,1318,0.439,train,5.858586,
gemini__3000__41__ava__middle_near_miss__293868.jpg__f8b39185cf,/home/omen_pc1/ava/images/293868.jpg,293868.jpg,ava,middle_near_miss,near_miss,medium,0.529932,0.452117,0.482538,0.475109,0.475958,1813,0.604,test,5.208531,
gemini__3000__42__ava__middle_near_miss__671225.jpg__918e1fe06e,/home/omen_pc1/ava/images/671225.jpg,671225.jpg,ava,middle_near_miss,near_miss,medium,0.545533,0.501289,0.558384,0.534261,0.530764,959,0.31933333333333336,val,5.771242,
gemini__3000__43__ava__middle_near_miss__228123.jpg__e508b17574,/home/omen_pc1/ava/images/228123.jpg,228123.jpg,ava,middle_near_miss,near_miss,medium,0.546168,0.530291,0.48281,0.508138,0.51368,1302,0.43366666666666664,train,5.432056,
gemini__3000__44__aadb__rejected_low__farm1_483_19932058838_e14434d5c0_b.jpg__eaf2257bd3,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_483_19932058838_e14434d5c0_b.jpg,farm1_483_19932058838_e14434d5c0_b.jpg,aadb,rejected_low,not_selected,weak,0.558939,0.47347,0.413758,0.452161,0.462406,2183,0.7273333333333334,train,,0.5
gemini__3000__45__ava__middle_near_miss__757187.jpg__8149e9ab87,/home/omen_pc1/ava/images/757187.jpg,757187.jpg,ava,middle_near_miss,near_miss,medium,0.53157,0.49333,0.499023,0.5,0.501343,1442,0.48033333333333333,train,4.785047,
gemini__3000__46__aadb__middle_near_miss__farm1_262_20009074919_cdd9c88d5f_b.jpg__a398113211,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_262_20009074919_cdd9c88d5f_b.jpg,farm1_262_20009074919_cdd9c88d5f_b.jpg,aadb,middle_near_miss,near_miss,medium,0.524583,0.500475,0.451179,0.478238,0.484373,1750,0.583,test,,0.6
gemini__3000__47__ava__rejected_low__4617.jpg__4f74d29c7c,/home/omen_pc1/ava/images/4617.jpg,4617.jpg,ava,rejected_low,not_selected,weak,0.470186,0.410484,0.409222,0.415823,0.418934,2599,0.866,train,4.293437,
gemini__3000__48__ava__middle_near_miss__757605.jpg__59039b106a,/home/omen_pc1/ava/images/757605.jpg,757605.jpg,ava,middle_near_miss,near_miss,medium,0.543407,0.531407,0.486806,0.510306,0.515367,1278,0.4256666666666667,train,5.457516,
gemini__3000__49__ava__selected_high__358527.jpg__4e95aa4cd8,/home/omen_pc1/ava/images/358527.jpg,358527.jpg,ava,selected_high,selected,strong,0.571548,0.586001,0.535448,0.559279,0.563612,706,0.235,train,5.20438,
gemini__3000__50__ava__selected_high__558967.jpg__96a6139c3e,/home/omen_pc1/ava/images/558967.jpg,558967.jpg,ava,selected_high,selected,strong,0.542319,0.613398,0.680168,0.639675,0.629444,199,0.066,train,5.409091,
gemini__3000__51__aadb__middle_near_miss__farm1_444_20009701360_4740906e31_b.jpg__8dd3e35e17,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_444_20009701360_4740906e31_b.jpg,farm1_444_20009701360_4740906e31_b.jpg,aadb,middle_near_miss,near_miss,medium,0.499649,0.565235,0.525674,0.538896,0.539573,909,0.30266666666666664,train,,0.5
gemini__3000__52__aadb__rejected_low__farm1_316_20129242836_dd0fa75910_b.jpg__50f1d6f134,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_316_20129242836_dd0fa75910_b.jpg,farm1_316_20129242836_dd0fa75910_b.jpg,aadb,rejected_low,not_selected,weak,0.501455,0.489853,0.392719,0.442446,0.45274,2302,0.767,train,,0.5
gemini__3000__53__ava__middle_near_miss__840326.jpg__ee489db862,/home/omen_pc1/ava/images/840326.jpg,840326.jpg,ava,middle_near_miss,near_miss,medium,0.558275,0.575092,0.476437,0.524083,0.533107,1089,0.3626666666666667,test,5.848276,
gemini__3000__54__ava__selected_high__843246.jpg__7492e6f2e1,/home/omen_pc1/ava/images/843246.jpg,843246.jpg,ava,selected_high,selected,strong,0.572645,0.645488,0.47788,0.5544,0.567518,756,0.25166666666666665,train,5.183908,
gemini__3000__55__ava__selected_high__36558.jpg__c215dea988,/home/omen_pc1/ava/images/36558.jpg,36558.jpg,ava,selected_high,selected,strong,0.599506,0.782769,0.721945,0.734031,0.73095,36,0.011666666666666667,train,6.278912,
gemini__3000__56__ava__middle_near_miss__326437.jpg__8ac8333f33,/home/omen_pc1/ava/images/326437.jpg,326437.jpg,ava,middle_near_miss,near_miss,medium,0.540568,0.537706,0.502947,0.520613,0.524232,1141,0.38,train,5.62439,
gemini__3000__57__ava__rejected_low__665133.jpg__8936504b4e,/home/omen_pc1/ava/images/665133.jpg,665133.jpg,ava,rejected_low,not_selected,weak,0.511876,0.418714,0.406041,0.421694,0.427619,2536,0.845,train,5.081301,
gemini__3000__58__aadb__rejected_low__farm1_365_19991791589_2bbe177080_b.jpg__476338646a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_19991791589_2bbe177080_b.jpg,farm1_365_19991791589_2bbe177080_b.jpg,aadb,rejected_low,not_selected,weak,0.527854,0.400856,0.322331,0.374293,0.388496,2874,0.9576666666666667,test,,0.3
gemini__3000__59__aadb__middle_near_miss__farm1_386_19946308978_de7f5d63bb_b.jpg__7a937cbdf6,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_386_19946308978_de7f5d63bb_b.jpg,farm1_386_19946308978_de7f5d63bb_b.jpg,aadb,middle_near_miss,near_miss,medium,0.489983,0.462311,0.448914,0.45838,0.461103,2072,0.6903333333333334,train,,0.6
gemini__3000__60__ava__rejected_low__32615.jpg__5e67892ad5,/home/omen_pc1/ava/images/32615.jpg,32615.jpg,ava,rejected_low,not_selected,weak,0.527261,0.44986,0.359964,0.412652,0.425512,2624,0.8743333333333333,train,6.856115,
gemini__3000__61__aadb__rejected_low__farm1_328_19998372245_758e66435c_b.jpg__f75f3b6256,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_328_19998372245_758e66435c_b.jpg,farm1_328_19998372245_758e66435c_b.jpg,aadb,rejected_low,not_selected,weak,0.524406,0.481861,0.353717,0.422044,0.436985,2532,0.8436666666666667,train,,0.55
gemini__3000__62__ava__rejected_low__22683.jpg__d638327cff,/home/omen_pc1/ava/images/22683.jpg,22683.jpg,ava,rejected_low,not_selected,weak,0.549168,0.392808,0.488483,0.456282,0.454532,2111,0.7033333333333334,train,6.162393,
gemini__3000__63__aadb__rejected_low__farm1_491_20022503368_5b46ff9615_b.jpg__2ac21b8e3a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_491_20022503368_5b46ff9615_b.jpg,farm1_491_20022503368_5b46ff9615_b.jpg,aadb,rejected_low,not_selected,weak,0.525242,0.503186,0.405591,0.456594,0.467456,2101,0.7,train,,0.65
gemini__3000__64__ava__selected_high__153434.jpg__19a9b01c57,/home/omen_pc1/ava/images/153434.jpg,153434.jpg,ava,selected_high,selected,strong,0.511905,0.421971,0.716532,0.578245,0.553285,543,0.18066666666666667,test,5.402439,
gemini__3000__65__ava__selected_high__918609.jpg__61fa305ed2,/home/omen_pc1/ava/images/918609.jpg,918609.jpg,ava,selected_high,selected,strong,0.567655,0.560891,0.647348,0.604796,0.596488,362,0.12033333333333333,train,6.075269,
gemini__3000__66__ava__middle_near_miss__433645.jpg__d18f2ff456,/home/omen_pc1/ava/images/433645.jpg,433645.jpg,ava,middle_near_miss,near_miss,medium,0.550828,0.614683,0.470107,0.53601,0.547274,938,0.31233333333333335,train,6.135514,
gemini__3000__67__ava__middle_near_miss__898917.jpg__f0ee8227f5,/home/omen_pc1/ava/images/898917.jpg,898917.jpg,ava,middle_near_miss,near_miss,medium,0.536451,0.468614,0.443959,0.46307,0.468928,2000,0.6663333333333333,train,5.352941,
gemini__3000__68__ava__selected_high__479734.jpg__260f12b3cb,/home/omen_pc1/ava/images/479734.jpg,479734.jpg,ava,selected_high,selected,strong,0.529119,0.478218,0.645707,0.567053,0.552849,641,0.21333333333333335,train,4.778325,
gemini__3000__69__ava__middle_near_miss__894686.jpg__04f681a49e,/home/omen_pc1/ava/images/894686.jpg,894686.jpg,ava,middle_near_miss,near_miss,medium,0.454417,0.470226,0.490849,0.478957,0.476104,1729,0.576,train,6.04065,
gemini__3000__70__ava__selected_high__179747.jpg__0c7e904639,/home/omen_pc1/ava/images/179747.jpg,179747.jpg,ava,selected_high,selected,strong,0.532382,0.41206,0.813025,0.624575,0.590494,251,0.08333333333333333,train,4.737227,
gemini__3000__71__ava__selected_high__157359.jpg__f31bd7dced,/home/omen_pc1/ava/images/157359.jpg,157359.jpg,ava,selected_high,selected,strong,0.530546,0.520707,0.558204,0.540439,0.537182,891,0.2966666666666667,train,4.774775,
gemini__3000__72__aadb__middle_near_miss__farm1_332_19920141899_0d690ca811_b.jpg__0580978eaf,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_332_19920141899_0d690ca811_b.jpg,farm1_332_19920141899_0d690ca811_b.jpg,aadb,middle_near_miss,near_miss,medium,0.451241,0.40585,0.502912,0.45892,0.451483,2069,0.6893333333333334,train,,0.6
gemini__3000__73__aadb__selected_high__farm1_287_19922446859_141d74cf40_b.jpg__3efefe1166,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_287_19922446859_141d74cf40_b.jpg,farm1_287_19922446859_141d74cf40_b.jpg,aadb,selected_high,selected,strong,0.478536,0.634825,0.562272,0.58292,0.58236,506,0.16833333333333333,train,,0.6
gemini__3000__74__ava__rejected_low__9593.jpg__dfd2e82b41,/home/omen_pc1/ava/images/9593.jpg,9593.jpg,ava,rejected_low,not_selected,weak,0.519362,0.476198,0.32279,0.40381,0.421309,2701,0.9,train,5.154255,
gemini__3000__75__ava__selected_high__491834.jpg__2cef866fa3,/home/omen_pc1/ava/images/491834.jpg,491834.jpg,ava,selected_high,selected,strong,0.555168,0.60903,0.642804,0.620531,0.61446,277,0.092,train,6.801471,
gemini__3000__76__ava__rejected_low__778117.jpg__885c317a09,/home/omen_pc1/ava/images/778117.jpg,778117.jpg,ava,rejected_low,not_selected,weak,0.477869,0.300314,0.432757,0.384291,0.379924,2828,0.9423333333333334,train,5.023438,
gemini__3000__77__ava__middle_near_miss__346818.jpg__c5e0260a80,/home/omen_pc1/ava/images/346818.jpg,346818.jpg,ava,middle_near_miss,near_miss,medium,0.55793,0.595124,0.415473,0.501579,0.517684,1410,0.4696666666666667,test,6.317857,
gemini__3000__78__ava__selected_high__44867.jpg__70e521edde,/home/omen_pc1/ava/images/44867.jpg,44867.jpg,ava,selected_high,selected,strong,0.50514,0.596309,0.586953,0.582514,0.578891,510,0.16966666666666666,train,6.15678,
gemini__3000__79__ava__selected_high__93688.jpg__eab0498d89,/home/omen_pc1/ava/images/93688.jpg,93688.jpg,ava,selected_high,selected,strong,0.566153,0.536768,0.572263,0.557454,0.555374,723,0.24066666666666667,train,4.196154,
gemini__3000__80__ava__selected_high__908242.jpg__003d40e6a9,/home/omen_pc1/ava/images/908242.jpg,908242.jpg,ava,selected_high,selected,strong,0.522792,0.481296,0.690705,0.59015,0.571284,454,0.151,train,5.48,
gemini__3000__81__aadb__rejected_low__farm1_335_20238625506_6a4a262663_b.jpg__1b95f52614,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_335_20238625506_6a4a262663_b.jpg,farm1_335_20238625506_6a4a262663_b.jpg,aadb,rejected_low,not_selected,weak,0.491853,0.422561,0.323929,0.380174,0.393502,2847,0.9486666666666667,train,,0.3
gemini__3000__82__ava__selected_high__166811.jpg__f34ca7898f,/home/omen_pc1/ava/images/166811.jpg,166811.jpg,ava,selected_high,selected,strong,0.497875,0.64616,0.49216,0.554331,0.562317,760,0.253,train,5.037815,
gemini__3000__83__aadb__selected_high__farm1_288_19943225839_d4afcd8941_b.jpg__36e099580b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_288_19943225839_d4afcd8941_b.jpg,farm1_288_19943225839_d4afcd8941_b.jpg,aadb,selected_high,selected,strong,0.528935,0.665751,0.759466,0.698927,0.682715,73,0.024,test,,0.75
gemini__3000__84__ava__selected_high__10052.jpg__afadf56b9f,/home/omen_pc1/ava/images/10052.jpg,10052.jpg,ava,selected_high,selected,strong,0.523858,0.842413,0.72692,0.752811,0.748433,29,0.009333333333333334,train,5.398936,
gemini__3000__85__ava__selected_high__600376.jpg__9ebea26dd7,/home/omen_pc1/ava/images/600376.jpg,600376.jpg,ava,selected_high,selected,strong,0.587492,0.702148,0.690117,0.684667,0.680137,95,0.03133333333333333,train,5.156463,
gemini__3000__86__aadb__middle_near_miss__farm1_305_19997682979_01f9c7e1dc_b.jpg__ae3464f9eb,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19997682979_01f9c7e1dc_b.jpg,farm1_305_19997682979_01f9c7e1dc_b.jpg,aadb,middle_near_miss,near_miss,medium,0.547043,0.543595,0.474978,0.509631,0.516665,1286,0.42833333333333334,test,,0.55
gemini__3000__87__aadb__selected_high__farm1_322_20071113392_6e05f37c1e_b.jpg__f8d61aff1a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_322_20071113392_6e05f37c1e_b.jpg,farm1_322_20071113392_6e05f37c1e_b.jpg,aadb,selected_high,selected,strong,0.563567,0.51544,0.680939,0.603002,0.588859,376,0.125,train,,0.75
gemini__3000__88__aadb__middle_near_miss__farm1_516_19943274318_8552329c9c_b.jpg__770bd200de,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_516_19943274318_8552329c9c_b.jpg,farm1_516_19943274318_8552329c9c_b.jpg,aadb,middle_near_miss,near_miss,medium,0.535491,0.514936,0.508538,0.513792,0.51546,1236,0.4116666666666667,val,,0.6
gemini__3000__89__ava__selected_high__696909.jpg__732c73144a,/home/omen_pc1/ava/images/696909.jpg,696909.jpg,ava,selected_high,selected,strong,0.532296,0.596507,0.728575,0.65612,0.639703,150,0.049666666666666665,train,5.50838,
gemini__3000__90__aadb__middle_near_miss__farm1_329_20260447712_1bb50f84cc_b.jpg__c849fd54f2,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20260447712_1bb50f84cc_b.jpg,farm1_329_20260447712_1bb50f84cc_b.jpg,aadb,middle_near_miss,near_miss,medium,0.460546,0.52986,0.559735,0.537866,0.531413,919,0.306,val,,0.35
gemini__3000__91__ava__selected_high__7712.jpg__71a991b70f,/home/omen_pc1/ava/images/7712.jpg,7712.jpg,ava,selected_high,selected,strong,0.553063,0.492475,0.706809,0.605701,0.587297,353,0.11733333333333333,train,5.059028,
