candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,aesthetic_signal,nima_unit_score,rgnet_score,alamp_score,weighted_aesthetic_score,balanced_comparison_score,primary_rank,primary_rank_percentile,source_split,ava_mean_score,aadb_score
gemini__1000__18__ava__middle_near_miss__234368.jpg__b0dd65ce83,/home/omen_pc1/ava/images/234368.jpg,234368.jpg,ava,middle_near_miss,near_miss,medium,0.558478,0.50833,0.494425,0.506392,0.51029,1331,0.44333333333333336,train,6.0,
gemini__1000__19__ava__rejected_low__829866.jpg__b58853daf4,/home/omen_pc1/ava/images/829866.jpg,829866.jpg,ava,rejected_low,not_selected,weak,0.512275,0.449719,0.38452,0.423375,0.433023,2521,0.84,train,5.771318,
gemini__1000__20__ava__selected_high__778210.jpg__cfd7aad8ad,/home/omen_pc1/ava/images/778210.jpg,778210.jpg,ava,selected_high,selected,strong,0.573595,0.824307,0.91844,0.846302,0.824353,4,0.001,train,6.289855,
gemini__1000__21__ava__rejected_low__36540.jpg__8c9c802d39,/home/omen_pc1/ava/images/36540.jpg,36540.jpg,ava,rejected_low,not_selected,weak,0.533265,0.38914,0.46129,0.439628,0.439619,2339,0.7793333333333333,train,6.291262,
gemini__1000__22__aadb__selected_high__farm1_361_20141295019_9fdde0da09_b.jpg__5dc7708ceb,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_361_20141295019_9fdde0da09_b.jpg,farm1_361_20141295019_9fdde0da09_b.jpg,aadb,selected_high,selected,strong,0.503922,0.601279,0.567435,0.574621,0.573138,571,0.19,val,,0.625
gemini__1000__23__ava__rejected_low__929674.jpg__b8c010e4d7,/home/omen_pc1/ava/images/929674.jpg,929674.jpg,ava,rejected_low,not_selected,weak,0.37944,0.304866,0.371672,0.345726,0.342775,2969,0.9893333333333333,train,5.185393,
gemini__1000__24__ava__middle_near_miss__707248.jpg__22847eaf04,/home/omen_pc1/ava/images/707248.jpg,707248.jpg,ava,middle_near_miss,near_miss,medium,0.568767,0.544344,0.415612,0.48242,0.496515,1671,0.5566666666666666,train,5.949367,
gemini__1000__25__ava__selected_high__358530.jpg__a87466449c,/home/omen_pc1/ava/images/358530.jpg,358530.jpg,ava,selected_high,selected,strong,0.507714,0.595884,0.530958,0.554604,0.556688,755,0.25133333333333335,test,5.854922,
gemini__1000__26__ava__middle_near_miss__295840.jpg__fb9902f1f7,/home/omen_pc1/ava/images/295840.jpg,295840.jpg,ava,middle_near_miss,near_miss,medium,0.59065,0.519062,0.50482,0.5191,0.524103,1168,0.389,train,5.427948,
gemini__1000__27__aadb__rejected_low__farm1_285_20084878549_21bcf9ce81_b.jpg__3fadd24133,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_285_20084878549_21bcf9ce81_b.jpg,farm1_285_20084878549_21bcf9ce81_b.jpg,aadb,rejected_low,not_selected,weak,0.488758,0.473973,0.374219,0.425575,0.436289,2492,0.8303333333333334,train,,0.458
gemini__1000__28__aadb__rejected_low__farm1_388_20205347912_9dfe3cb591_b.jpg__0cb4a0e817,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_388_20205347912_9dfe3cb591_b.jpg,farm1_388_20205347912_9dfe3cb591_b.jpg,aadb,rejected_low,not_selected,weak,0.541951,0.390853,0.444477,0.432775,0.434967,2406,0.8016666666666666,train,,0.6
gemini__1000__29__ava__selected_high__386597.jpg__170da5d015,/home/omen_pc1/ava/images/386597.jpg,386597.jpg,ava,selected_high,selected,strong,0.469871,0.594074,0.533336,0.551285,0.551148,789,0.26266666666666666,train,5.368421,
gemini__1000__30__aadb__middle_near_miss__farm1_282_20263115322_dd66563c65_b.jpg__50e0b5db55,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_20263115322_dd66563c65_b.jpg,farm1_282_20263115322_dd66563c65_b.jpg,aadb,middle_near_miss,near_miss,medium,0.485923,0.547585,0.384084,0.459668,0.472935,2059,0.686,train,,0.35
gemini__1000__31__ava__middle_near_miss__361634.jpg__08016ee345,/home/omen_pc1/ava/images/361634.jpg,361634.jpg,ava,middle_near_miss,near_miss,medium,0.585682,0.456358,0.471034,0.476628,0.481627,1776,0.5916666666666667,val,5.222222,
gemini__1000__32__ava__rejected_low__460341.jpg__7dab7b4c99,/home/omen_pc1/ava/images/460341.jpg,460341.jpg,ava,rejected_low,not_selected,weak,0.55757,0.393172,0.462926,0.444489,0.445733,2273,0.7573333333333333,train,6.458696,
gemini__1000__33__ava__middle_near_miss__295635.jpg__c4a062bfd7,/home/omen_pc1/ava/images/295635.jpg,295635.jpg,ava,middle_near_miss,near_miss,medium,0.436044,0.508011,0.421081,0.457349,0.462444,2090,0.6963333333333334,train,2.585714,
gemini__1000__34__ava__rejected_low__334916.jpg__90c49649be,/home/omen_pc1/ava/images/334916.jpg,334916.jpg,ava,rejected_low,not_selected,weak,0.53005,0.443411,0.413579,0.437159,0.444474,2364,0.7876666666666666,train,4.936364,
gemini__1000__35__ava__middle_near_miss__429979.jpg__3f633c117f,/home/omen_pc1/ava/images/429979.jpg,429979.jpg,ava,middle_near_miss,near_miss,medium,0.554821,0.54137,0.528013,0.536037,0.538045,936,0.31166666666666665,train,5.207547,
gemini__1000__36__ava__middle_near_miss__696116.jpg__04d8fb76ab,/home/omen_pc1/ava/images/696116.jpg,696116.jpg,ava,middle_near_miss,near_miss,medium,0.522398,0.431739,0.490898,0.470384,0.469001,1891,0.63,test,5.516556,
gemini__1000__37__aadb__rejected_low__farm1_359_20018261320_0b1aa98887_b.jpg__ba4ac2c31d,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20018261320_0b1aa98887_b.jpg,farm1_359_20018261320_0b1aa98887_b.jpg,aadb,rejected_low,not_selected,weak,0.513069,0.448431,0.42971,0.445534,0.450638,2266,0.755,train,,0.5
gemini__1000__38__ava__selected_high__847591.jpg__9fa54977b8,/home/omen_pc1/ava/images/847591.jpg,847591.jpg,ava,selected_high,selected,strong,0.456001,0.599482,0.559993,0.565389,0.562164,656,0.21833333333333332,test,5.783883,
gemini__1000__39__ava__middle_near_miss__837514.jpg__74930c423e,/home/omen_pc1/ava/images/837514.jpg,837514.jpg,ava,middle_near_miss,near_miss,medium,0.506086,0.459282,0.511658,0.49015,0.487253,1567,0.522,train,5.004975,
gemini__1000__40__aadb__selected_high__farm1_437_19585179253_e95692ff61_b.jpg__03db8ef958,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_437_19585179253_e95692ff61_b.jpg,farm1_437_19585179253_e95692ff61_b.jpg,aadb,selected_high,selected,strong,0.530374,0.640916,0.57146,0.595134,0.596552,423,0.14066666666666666,train,,0.65
gemini__1000__41__aadb__selected_high__farm1_365_20081778936_33b287a51c_b.jpg__f9a724a0ec,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_20081778936_33b287a51c_b.jpg,farm1_365_20081778936_33b287a51c_b.jpg,aadb,selected_high,selected,strong,0.485556,0.598027,0.538381,0.556957,0.557298,728,0.24233333333333335,val,,0.35
gemini__1000__42__aadb__selected_high__farm4_3789_20140877290_38d5244589_b.jpg__c79e95e13c,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3789_20140877290_38d5244589_b.jpg,farm4_3789_20140877290_38d5244589_b.jpg,aadb,selected_high,selected,strong,0.494519,0.564489,0.557611,0.554053,0.551242,763,0.254,train,,0.625
gemini__1000__43__aadb__rejected_low__farm1_378_19948796239_7b1fe71b8c_b.jpg__96ea8368e7,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_378_19948796239_7b1fe71b8c_b.jpg,farm1_378_19948796239_7b1fe71b8c_b.jpg,aadb,rejected_low,not_selected,weak,0.508264,0.389137,0.4644,0.438681,0.437111,2349,0.7826666666666666,train,,0.55
gemini__1000__44__ava__selected_high__134937.jpg__87fe3f2487,/home/omen_pc1/ava/images/134937.jpg,134937.jpg,ava,selected_high,selected,strong,0.494157,0.823556,0.577648,0.667662,0.675783,127,0.042,train,4.883382,
gemini__1000__45__aadb__selected_high__farm1_290_20258658826_58f018549c_b.jpg__4e190efde8,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_290_20258658826_58f018549c_b.jpg,farm1_290_20258658826_58f018549c_b.jpg,aadb,selected_high,selected,strong,0.527441,0.662379,0.498505,0.566948,0.576589,643,0.214,train,,0.85
gemini__1000__46__aadb__selected_high__farm1_382_19438108523_392540e917_b.jpg__fa43d1dc95,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_382_19438108523_392540e917_b.jpg,farm1_382_19438108523_392540e917_b.jpg,aadb,selected_high,selected,strong,0.517635,0.595689,0.554552,0.567315,0.567526,633,0.21066666666666667,train,,0.65
gemini__1000__47__ava__rejected_low__202470.jpg__c4a0f9e655,/home/omen_pc1/ava/images/202470.jpg,202470.jpg,ava,rejected_low,not_selected,weak,0.501866,0.376882,0.296281,0.34908,0.363389,2960,0.9863333333333333,train,4.933884,
gemini__1000__48__ava__selected_high__335657.jpg__3371c34761,/home/omen_pc1/ava/images/335657.jpg,335657.jpg,ava,selected_high,selected,strong,0.544907,0.474605,0.726119,0.607392,0.585756,341,0.11333333333333333,train,5.568346,
gemini__1000__49__aadb__rejected_low__farm1_378_19559131873_e78737770c_b.jpg__3169087ff2,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_378_19559131873_e78737770c_b.jpg,farm1_378_19559131873_e78737770c_b.jpg,aadb,rejected_low,not_selected,weak,0.491244,0.334704,0.480884,0.423448,0.416657,2520,0.8396666666666667,train,,0.55
gemini__1000__50__ava__middle_near_miss__343366.jpg__6e6b8a3396,/home/omen_pc1/ava/images/343366.jpg,343366.jpg,ava,middle_near_miss,near_miss,medium,0.435726,0.51617,0.517846,0.508964,0.504774,1294,0.431,train,4.250965,
gemini__1000__51__aadb__rejected_low__farm1_504_20137076296_047294f96a_b.jpg__47ce207353,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_504_20137076296_047294f96a_b.jpg,farm1_504_20137076296_047294f96a_b.jpg,aadb,rejected_low,not_selected,weak,0.523625,0.436689,0.383747,0.418912,0.428553,2566,0.855,train,,0.55
gemini__1000__52__ava__rejected_low__239499.jpg__15df29da0c,/home/omen_pc1/ava/images/239499.jpg,239499.jpg,ava,rejected_low,not_selected,weak,0.448423,0.431483,0.441885,0.438378,0.438185,2350,0.783,train,4.163043,
gemini__1000__53__ava__middle_near_miss__96871.jpg__b9ff43afda,/home/omen_pc1/ava/images/96871.jpg,96871.jpg,ava,middle_near_miss,near_miss,medium,0.562588,0.578811,0.400749,0.488158,0.505153,1598,0.5323333333333333,train,6.899686,
gemini__1000__54__ava__selected_high__188233.jpg__acbe4e6946,/home/omen_pc1/ava/images/188233.jpg,188233.jpg,ava,selected_high,selected,strong,0.578342,0.620668,0.729159,0.670681,0.657716,123,0.04066666666666666,train,5.010067,
gemini__1000__55__ava__middle_near_miss__863869.jpg__aefe4f8c1b,/home/omen_pc1/ava/images/863869.jpg,863869.jpg,ava,middle_near_miss,near_miss,medium,0.451536,0.425747,0.513101,0.472003,0.464557,1858,0.619,val,2.823529,
gemini__1000__56__aadb__middle_near_miss__farm1_310_20062504052_b162f70dec_b.jpg__363ff7419f,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_310_20062504052_b162f70dec_b.jpg,farm1_310_20062504052_b162f70dec_b.jpg,aadb,middle_near_miss,near_miss,medium,0.520096,0.507841,0.491409,0.50085,0.503106,1427,0.47533333333333333,train,,0.3
gemini__1000__57__ava__rejected_low__562588.jpg__12a1b49cf1,/home/omen_pc1/ava/images/562588.jpg,562588.jpg,ava,rejected_low,not_selected,weak,0.522567,0.487475,0.412326,0.45341,0.462679,2164,0.721,train,6.055555,
gemini__1000__58__ava__selected_high__578706.jpg__368b396d59,/home/omen_pc1/ava/images/578706.jpg,578706.jpg,ava,selected_high,selected,strong,0.576769,0.650519,0.646703,0.641236,0.63793,195,0.06466666666666666,test,5.917808,
gemini__1000__59__ava__middle_near_miss__400891.jpg__978508cab1,/home/omen_pc1/ava/images/400891.jpg,400891.jpg,ava,middle_near_miss,near_miss,medium,0.546029,0.536492,0.43634,0.48737,0.497862,1605,0.5346666666666666,test,6.293413,
gemini__1000__60__ava__selected_high__645376.jpg__1e9e19a457,/home/omen_pc1/ava/images/645376.jpg,645376.jpg,ava,selected_high,selected,strong,0.493537,0.563686,0.539193,0.544425,0.543366,860,0.28633333333333333,train,5.112069,
gemini__1000__61__ava__rejected_low__245250.jpg__1fff6cbeea,/home/omen_pc1/ava/images/245250.jpg,245250.jpg,ava,rejected_low,not_selected,weak,0.489726,0.369091,0.485427,0.439323,0.433721,2343,0.7806666666666666,train,4.146853,
gemini__1000__62__ava__selected_high__73873.jpg__0c2a06ab6b,/home/omen_pc1/ava/images/73873.jpg,73873.jpg,ava,selected_high,selected,strong,0.55287,0.700415,0.808469,0.739688,0.721505,35,0.011333333333333334,test,5.95092,
gemini__1000__63__ava__rejected_low__3603.jpg__c119334c89,/home/omen_pc1/ava/images/3603.jpg,3603.jpg,ava,rejected_low,not_selected,weak,0.442824,0.56801,0.314052,0.428512,0.447649,2461,0.82,train,3.302682,
gemini__1000__64__ava__middle_near_miss__615561.jpg__30843778cc,/home/omen_pc1/ava/images/615561.jpg,615561.jpg,ava,middle_near_miss,near_miss,medium,0.556238,0.452308,0.604351,0.538722,0.528715,911,0.30333333333333334,train,6.354651,
gemini__1000__65__ava__selected_high__448176.jpg__8076d61846,/home/omen_pc1/ava/images/448176.jpg,448176.jpg,ava,selected_high,selected,strong,0.544454,0.602177,0.49818,0.544406,0.55192,861,0.2866666666666667,train,4.793003,
gemini__1000__66__aadb__middle_near_miss__farm1_299_20130600365_e38e272927_b.jpg__8479bc10f8,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_299_20130600365_e38e272927_b.jpg,farm1_299_20130600365_e38e272927_b.jpg,aadb,middle_near_miss,near_miss,medium,0.509456,0.432631,0.516072,0.482034,0.477531,1676,0.5583333333333333,train,,0.5
gemini__1000__67__ava__rejected_low__559153.jpg__e1e91e8834,/home/omen_pc1/ava/images/559153.jpg,559153.jpg,ava,rejected_low,not_selected,weak,0.499646,0.338588,0.37926,0.37503,0.379016,2873,0.9573333333333334,train,5.333334,
gemini__1000__68__ava__rejected_low__251412.jpg__30e1e062bd,/home/omen_pc1/ava/images/251412.jpg,251412.jpg,ava,rejected_low,not_selected,weak,0.529802,0.404648,0.363563,0.396621,0.406987,2755,0.918,train,6.042857,
gemini__1000__69__ava__middle_near_miss__894625.jpg__7260aa2df9,/home/omen_pc1/ava/images/894625.jpg,894625.jpg,ava,middle_near_miss,near_miss,medium,0.47663,0.582386,0.44754,0.504387,0.512584,1362,0.45366666666666666,train,5.436508,
gemini__1000__70__aadb__middle_near_miss__farm1_400_20144116402_0510682e4a_b.jpg__2d0a2439da,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_400_20144116402_0510682e4a_b.jpg,farm1_400_20144116402_0510682e4a_b.jpg,aadb,middle_near_miss,near_miss,medium,0.428309,0.555847,0.457347,0.493843,0.497316,1524,0.5076666666666667,test,,0.55
gemini__1000__71__ava__selected_high__545948.jpg__3c293928b5,/home/omen_pc1/ava/images/545948.jpg,545948.jpg,ava,selected_high,selected,strong,0.536359,0.512026,0.584383,0.550638,0.544619,793,0.264,train,6.427419,
gemini__1000__72__ava__rejected_low__174664.jpg__d720313560,/home/omen_pc1/ava/images/174664.jpg,174664.jpg,ava,rejected_low,not_selected,weak,0.485556,0.393275,0.42785,0.419791,0.420947,2560,0.853,train,5.315069,
gemini__1000__73__ava__selected_high__407233.jpg__057910e8e8,/home/omen_pc1/ava/images/407233.jpg,407233.jpg,ava,selected_high,selected,strong,0.49782,0.5582,0.588168,0.567146,0.56113,637,0.212,test,5.344186,
gemini__1000__74__aadb__middle_near_miss__farm1_291_19659282193_dcaf7ab9c2_b.jpg__81993c3183,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_291_19659282193_dcaf7ab9c2_b.jpg,farm1_291_19659282193_dcaf7ab9c2_b.jpg,aadb,middle_near_miss,near_miss,medium,0.537543,0.483627,0.523921,0.509166,0.507832,1292,0.43033333333333335,train,,0.55
gemini__1000__75__ava__rejected_low__668491.jpg__28ea90f222,/home/omen_pc1/ava/images/668491.jpg,668491.jpg,ava,rejected_low,not_selected,weak,0.507232,0.465024,0.424904,0.449185,0.455307,2221,0.74,test,5.297468,
gemini__1000__76__ava__selected_high__671269.jpg__588650f37a,/home/omen_pc1/ava/images/671269.jpg,671269.jpg,ava,selected_high,selected,strong,0.512308,0.696732,0.508423,0.584135,0.593745,495,0.16466666666666666,train,4.49359,
gemini__1000__77__ava__selected_high__684070.jpg__25b12f0a1c,/home/omen_pc1/ava/images/684070.jpg,684070.jpg,ava,selected_high,selected,strong,0.604898,0.712726,0.761384,0.726272,0.716015,44,0.014333333333333333,val,5.952381,
gemini__1000__78__aadb__selected_high__farm1_390_19472745043_30e6583e7a_b.jpg__2264177184,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_390_19472745043_30e6583e7a_b.jpg,farm1_390_19472745043_30e6583e7a_b.jpg,aadb,selected_high,selected,strong,0.519818,0.563836,0.627926,0.591479,0.582869,448,0.149,test,,0.85
gemini__1000__79__ava__selected_high__353424.jpg__026d3f4471,/home/omen_pc1/ava/images/353424.jpg,353424.jpg,ava,selected_high,selected,strong,0.514349,0.639526,0.558713,0.586602,0.588424,478,0.159,train,4.662879,
gemini__1000__80__ava__middle_near_miss__221913.jpg__0740b10a59,/home/omen_pc1/ava/images/221913.jpg,221913.jpg,ava,middle_near_miss,near_miss,medium,0.464075,0.493437,0.572341,0.529953,0.520594,1019,0.3393333333333333,val,4.784211,
gemini__1000__81__aadb__rejected_low__farm1_358_20127748555_4e1c256f7d_b.jpg__e37e2758f3,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_358_20127748555_4e1c256f7d_b.jpg,farm1_358_20127748555_4e1c256f7d_b.jpg,aadb,rejected_low,not_selected,weak,0.534113,0.408043,0.384688,0.408972,0.417611,2659,0.886,train,,0.35
gemini__1000__82__aadb__middle_near_miss__farm1_333_19966994608_ddcfbd68ac_b.jpg__b27a6f7509,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_333_19966994608_ddcfbd68ac_b.jpg,farm1_333_19966994608_ddcfbd68ac_b.jpg,aadb,middle_near_miss,near_miss,medium,0.519442,0.523114,0.515887,0.519133,0.519672,1166,0.3883333333333333,train,,0.45
gemini__1000__83__ava__selected_high__927175.jpg__ba4743c63b,/home/omen_pc1/ava/images/927175.jpg,927175.jpg,ava,selected_high,selected,strong,0.542318,0.638898,0.738836,0.679209,0.664386,104,0.034333333333333334,train,5.517241,
gemini__1000__84__aadb__selected_high__farm1_322_20071113392_6e05f37c1e_b.jpg__9b24c8e89e,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_322_20071113392_6e05f37c1e_b.jpg,farm1_322_20071113392_6e05f37c1e_b.jpg,aadb,selected_high,selected,strong,0.563567,0.51544,0.680939,0.603002,0.588859,376,0.125,train,,0.75
gemini__1000__85__ava__rejected_low__473343.jpg__bc70bac091,/home/omen_pc1/ava/images/473343.jpg,473343.jpg,ava,rejected_low,not_selected,weak,0.512028,0.363054,0.290568,0.341708,0.356406,2975,0.9913333333333333,train,4.521951,
gemini__1000__86__aadb__rejected_low__farm1_307_19590432533_f30e9324b0_b.jpg__97a146380a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_307_19590432533_f30e9324b0_b.jpg,farm1_307_19590432533_f30e9324b0_b.jpg,aadb,rejected_low,not_selected,weak,0.517765,0.377119,0.377147,0.391198,0.398227,2788,0.929,train,,0.35
gemini__1000__87__ava__rejected_low__6546.jpg__9560f96ae5,/home/omen_pc1/ava/images/6546.jpg,6546.jpg,ava,rejected_low,not_selected,weak,0.511419,0.486066,0.421474,0.456305,0.464032,2110,0.703,train,4.690909,
gemini__1000__88__ava__middle_near_miss__442984.jpg__978e45a501,/home/omen_pc1/ava/images/442984.jpg,442984.jpg,ava,middle_near_miss,near_miss,medium,0.529723,0.619836,0.394687,0.49825,0.516259,1470,0.48966666666666664,train,5.552447,
gemini__1000__89__aadb__middle_near_miss__farm1_309_19559415244_8285e8d835_b.jpg__6940a5384f,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_309_19559415244_8285e8d835_b.jpg,farm1_309_19559415244_8285e8d835_b.jpg,aadb,middle_near_miss,near_miss,medium,0.526187,0.498311,0.421245,0.462566,0.471666,2011,0.67,test,,0.25
gemini__1000__90__ava__rejected_low__814885.jpg__5af1b6708f,/home/omen_pc1/ava/images/814885.jpg,814885.jpg,ava,rejected_low,not_selected,weak,0.561829,0.460617,0.314295,0.397577,0.41727,2742,0.9136666666666666,train,6.403315,
gemini__1000__91__aadb__selected_high__farm1_539_20175824212_f65dc3779b_b.jpg__70c4be1029,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_539_20175824212_f65dc3779b_b.jpg,farm1_539_20175824212_f65dc3779b_b.jpg,aadb,selected_high,selected,strong,0.496436,0.583385,0.58882,0.577408,0.572517,548,0.18233333333333332,train,,0.5
gemini__1000__92__ava__middle_near_miss__243020.jpg__759c899576,/home/omen_pc1/ava/images/243020.jpg,243020.jpg,ava,middle_near_miss,near_miss,medium,0.467089,0.465592,0.475666,0.470779,0.469846,1884,0.6276666666666667,train,4.960432,
gemini__1000__93__ava__selected_high__795015.jpg__a26f2a7556,/home/omen_pc1/ava/images/795015.jpg,795015.jpg,ava,selected_high,selected,strong,0.511659,0.735612,0.712777,0.701799,0.692885,67,0.022,train,6.107143,
gemini__1000__94__aadb__rejected_low__farm1_353_20274111852_3e302f8dec_b.jpg__37f2f71d60,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_353_20274111852_3e302f8dec_b.jpg,farm1_353_20274111852_3e302f8dec_b.jpg,aadb,rejected_low,not_selected,weak,0.476703,0.397601,0.449804,0.431613,0.430347,2428,0.809,val,,0.6
gemini__1000__95__ava__selected_high__908651.jpg__77c90fefa5,/home/omen_pc1/ava/images/908651.jpg,908651.jpg,ava,selected_high,selected,strong,0.49847,0.497904,0.602864,0.550441,0.539973,799,0.266,train,5.019231,
