image_id,split,width,height,boxes,mean_score,avg_patch_area_ratio,max_iou,avg_iou,out_of_bounds_count,near_duplicates,center_dist_from_mid
833277,train,800,765,"[[27, 8, 251, 232], [477, 5, 701, 229], [223, 391, 447, 615], [475, 457, 699, 681], [163, 537, 387, 761]]",5.2152777,0.08198692810457517,0.146094106898127,0.0146094106898127,0,0,0.35802061033365795
504294,train,435,640,"[[0, 415, 224, 639], [41, 9, 265, 233], [107, 0, 331, 224], [134, 162, 358, 386], [195, 389, 419, 613]]",5.3184714,0.18022988505747126,0.5117351089150673,0.08131560480387508,0,0,0.30415156276622773
302365,train,458,458,"[[1, 9, 225, 233], [152, 0, 376, 224], [133, 74, 357, 298], [169, 197, 393, 421], [110, 233, 334, 457]]",5.497462,0.23920215098873018,0.44741245023942766,0.17077754679903404,0,0,0.23498775915636233
72042,train,640,427,"[[3, 2, 227, 226], [209, 13, 433, 237], [415, 124, 639, 348], [266, 201, 490, 425], [154, 185, 378, 409]]",4.6477275,0.18360655737704917,0.3023255813953488,0.06766050659443235,0,0,0.27881446880018307
42074,train,640,480,"[[12, 9, 236, 233], [415, 5, 639, 229], [0, 160, 224, 384], [100, 234, 324, 458], [305, 244, 529, 468]]",6.857143,0.16333333333333333,0.22751736960563657,0.045208231608177364,0,0,0.34032424858672894
73746,train,600,450,"[[375, 4, 599, 228], [1, 14, 225, 238], [219, 64, 443, 288], [68, 224, 292, 448], [203, 203, 427, 427]]",5.0992646,0.18583703703703705,0.21956614206720546,0.06610380361803835,0,0,0.2831716463611162
2535,train,640,480,"[[280, 0, 504, 224], [3, 7, 227, 231], [141, 190, 365, 414], [0, 255, 224, 479], [407, 217, 631, 441]]",4.8863635,0.16333333333333333,0.15141988411450863,0.02243005815234928,0,0,0.32888103416539016
278501,train,640,480,"[[158, 0, 382, 224], [16, 81, 240, 305], [181, 81, 405, 305], [292, 252, 516, 476], [134, 255, 358, 479]]",4.369565,0.16333333333333333,0.401388093675376,0.10713810638904384,0,0,0.2557152860145421
926176,train,700,467,"[[249, 25, 473, 249], [443, 5, 667, 229], [30, 185, 254, 409], [3, 194, 227, 418], [114, 232, 338, 456]]",4.625,0.15349036402569594,0.7302963946411021,0.14065789528649805,0,0,0.3168335407933733
848558,train,800,531,"[[348, 13, 572, 237], [83, 4, 307, 228], [325, 198, 549, 422], [0, 306, 224, 530], [469, 300, 693, 524]]",5.9615383,0.11811676082862524,0.10773578240904275,0.019246981978757332,0,0,0.3137519297253508
121220,train,480,640,"[[7, 3, 231, 227], [34, 328, 258, 552], [80, 380, 304, 604], [252, 245, 476, 469], [252, 1, 476, 225]]",4.051613,0.16333333333333333,0.43902718825283926,0.04958765200448255,0,0,0.32882976065319813
933876,train,515,800,"[[10, 360, 234, 584], [3, 508, 227, 732], [115, 9, 339, 233], [287, 113, 511, 337], [254, 514, 478, 738]]",5.4842105,0.1217864077669903,0.196661101836394,0.026296508007508834,0,0,0.3451080592739565
730355,train,640,512,"[[315, 0, 539, 224], [100, 49, 324, 273], [2, 78, 226, 302], [188, 164, 412, 388], [369, 287, 593, 511]]",4.9502487,0.153125,0.3242194716423425,0.06754269489606775,0,0,0.2701271297716364
639797,train,640,413,"[[119, 9, 343, 233], [297, 23, 521, 247], [4, 188, 228, 412], [25, 123, 249, 347], [135, 183, 359, 407]]",6.2031875,0.18983050847457628,0.4741388174807198,0.14386031781493944,0,0,0.2798632985531476
618697,train,640,483,"[[210, 3, 434, 227], [17, 133, 241, 357], [328, 81, 552, 305], [51, 258, 275, 482], [142, 256, 366, 480]]",7.2158732,0.16231884057971013,0.41688080648349474,0.09893736732556993,0,0,0.2833004202272488
121595,train,447,640,"[[4, 7, 228, 231], [10, 213, 234, 437], [73, 413, 297, 637], [215, 214, 439, 438], [209, 87, 433, 311]]",6.2935486,0.17539149888143177,0.2669747241370603,0.04679117671114356,0,0,0.29496934344180253
154317,train,624,640,"[[13, 59, 237, 283], [65, 153, 289, 377], [230, 415, 454, 639], [370, 15, 594, 239], [388, 330, 612, 554]]",4.537383,0.12564102564102564,0.28669607139193765,0.038731244814948884,0,0,0.3404379731847867
226607,train,640,480,"[[0, 0, 224, 224], [220, 52, 444, 276], [158, 129, 382, 353], [101, 197, 325, 421], [312, 255, 536, 479]]",4.243636,0.16333333333333333,0.35063257065948855,0.09834123382528738,0,0,0.23779653237044474
257696,train,453,640,"[[3, 18, 227, 242], [25, 363, 249, 587], [228, 383, 452, 607], [228, 5, 452, 229], [206, 208, 430, 432]]",4.7578945,0.17306843267108168,0.1094257854821235,0.02357887699429719,0,0,0.3350514732309174
65646,train,640,429,"[[298, 7, 522, 231], [120, 0, 344, 224], [295, 131, 519, 355], [184, 204, 408, 428], [1, 202, 225, 426]]",4.8010473,0.18275058275058276,0.28242089659050246,0.08320590292001973,0,0,0.26556598107815205
64316,train,640,492,"[[22, 6, 246, 230], [356, 37, 580, 261], [119, 139, 343, 363], [55, 266, 279, 490], [346, 232, 570, 456]]",4.9700375,0.15934959349593497,0.1829498302527348,0.037902244705843566,0,0,0.29725511228791085
401281,train,640,570,"[[7, 6, 231, 230], [249, 0, 473, 224], [274, 153, 498, 377], [95, 342, 319, 566], [275, 342, 499, 566]]",5.0540543,0.1375438596491228,0.1638657898704522,0.03730572152139675,0,0,0.30162865819251977
463070,train,614,636,"[[0, 164, 224, 388], [63, 0, 287, 224], [163, 272, 387, 496], [337, 268, 561, 492], [366, 249, 590, 473]]",5.865217,0.12849036117427734,0.6620898686585952,0.10114825478251317,0,0,0.2733656812994952
603675,train,640,435,"[[112, 0, 336, 224], [355, 0, 579, 224], [135, 126, 359, 350], [2, 189, 226, 413], [295, 210, 519, 434]]",6.0163937,0.18022988505747126,0.244228432563791,0.05877183741851958,0,0,0.2786805880240698
801852,train,707,549,"[[1, 9, 225, 233], [346, 2, 570, 226], [222, 174, 446, 398], [78, 324, 302, 548], [304, 316, 528, 540]]",5.1875,0.1292719435878014,0.13126211841096633,0.02503690427338947,0,0,0.2939971324758265
114059,train,640,480,"[[187, 0, 411, 224], [1, 75, 225, 299], [304, 97, 528, 321], [184, 255, 408, 479], [132, 245, 356, 469]]",6.292359,0.16333333333333333,0.5792521717235302,0.09810723572739963,0,0,0.26242423495741507
558361,train,640,423,"[[0, 0, 224, 224], [244, 16, 468, 240], [311, 125, 535, 349], [7, 198, 231, 422], [352, 194, 576, 418]]",6.736434,0.18534278959810874,0.39402947754455664,0.0729148076292762,0,0,0.2972703273341198
693068,train,586,720,"[[0, 314, 224, 538], [59, 1, 283, 225], [138, 297, 362, 521], [361, 220, 585, 444], [351, 194, 575, 418]]",5.4071426,0.11892301858172165,0.7308037254225596,0.0961363431818009,0,0,0.28656298915503536
725444,train,640,399,"[[26, 12, 250, 236], [260, 5, 484, 229], [396, 5, 620, 229], [260, 173, 484, 397], [178, 174, 402, 398]]",4.735683,0.19649122807017544,0.4610255364994322,0.10342180167578727,0,0,0.2747864116258342
31141,train,559,640,"[[3, 269, 227, 493], [0, 277, 224, 501], [171, 106, 395, 330], [312, 0, 536, 224], [334, 254, 558, 478]]",6.566964,0.1402504472271914,0.9072525467538392,0.11278764837141046,0,1,0.3017880752945361
443381,train,512,640,"[[10, 5, 234, 229], [53, 159, 277, 383], [165, 96, 389, 320], [287, 316, 511, 540], [275, 175, 499, 399]]",5.7462687,0.153125,0.21904761904761905,0.0882273266127234,0,0,0.27436202075294364
930758,train,800,531,"[[332, 0, 556, 224], [0, 35, 224, 259], [418, 150, 642, 374], [234, 306, 458, 530], [187, 299, 411, 523]]",5.733333,0.11811676082862524,0.6200700644140581,0.07612202196371107,0,0,0.2954344681781765
436416,train,640,480,"[[38, 1, 262, 225], [263, 0, 487, 224], [156, 229, 380, 453], [327, 255, 551, 479], [1, 253, 225, 477]]",5.6918917,0.16333333333333333,0.1594417228949071,0.027622598250451335,0,0,0.3238548989174356
98292,train,291,640,"[[0, 228, 224, 452], [11, 290, 235, 514], [29, 260, 253, 484], [65, 76, 289, 300], [66, 157, 290, 381]]",4.731884,0.26941580756013744,0.6617871100218586,0.3263175161287026,0,0,0.14435419089131324
542224,train,640,453,"[[346, 20, 570, 244], [202, 29, 426, 253], [0, 82, 224, 306], [126, 228, 350, 452], [197, 228, 421, 452]]",7.0729165,0.17306843267108168,0.5186440677966102,0.0977059479540853,0,0,0.2708741637300904
406049,train,640,501,"[[213, 1, 437, 225], [46, 6, 270, 230], [355, 148, 579, 372], [0, 276, 224, 500], [210, 274, 434, 498]]",5.4886365,0.1564870259481038,0.142063753997428,0.03247655481898164,0,0,0.3133944408456139
771587,train,577,720,"[[2, 401, 226, 625], [2, 159, 226, 383], [127, 287, 351, 511], [352, 174, 576, 398], [348, 110, 572, 334]]",6.0961924,0.12077797034469477,0.5402750491159135,0.0768024041996608,0,0,0.2945021988300795
33654,train,473,640,"[[0, 296, 224, 520], [30, 1, 254, 225], [137, 166, 361, 390], [175, 354, 399, 578], [248, 4, 472, 228]]",4.461929,0.1657505285412262,0.08872350120424415,0.041073691760043,0,0,0.2823574631171263
831648,train,720,478,"[[369, 0, 593, 224], [477, 77, 701, 301], [7, 98, 231, 322], [3, 229, 227, 453], [151, 238, 375, 462]]",4.853147,0.14579265457926546,0.25609572923446655,0.07270679708931074,0,0,0.33189785080873385
438934,train,640,432,"[[103, 0, 327, 224], [1, 57, 225, 281], [180, 109, 404, 333], [192, 206, 416, 430], [269, 207, 493, 431]]",5.2512565,0.1814814814814815,0.4851341551849166,0.165683367711372,0,0,0.2344063194658291
189067,train,640,512,"[[7, 0, 231, 224], [325, 48, 549, 272], [145, 224, 369, 448], [309, 248, 533, 472], [0, 287, 224, 511]]",4.8277154,0.153125,0.14513938813004235,0.035480710769799875,0,0,0.3107760102038986
303726,train,640,480,"[[366, 17, 590, 241], [415, 76, 639, 300], [0, 76, 224, 300], [158, 254, 382, 478], [4, 221, 228, 445]]",5.209836,0.16333333333333333,0.4039761042013515,0.0798351658045045,0,0,0.33376776074550885
107738,train,640,485,"[[288, 7, 512, 231], [1, 0, 225, 224], [174, 88, 398, 312], [319, 260, 543, 484], [127, 260, 351, 484]]",4.471831,0.16164948453608247,0.1858854671362057,0.04807188752116663,0,0,0.28414986693286975
867351,train,537,800,"[[25, 412, 249, 636], [80, 1, 304, 225], [177, 213, 401, 437], [312, 0, 536, 224], [312, 299, 536, 523]]",6.09375,0.11679702048417132,0.13945724991484046,0.018299422100207515,0,0,0.30578843730120575
419318,train,408,640,"[[0, 184, 224, 408], [33, 198, 257, 422], [127, 7, 351, 231], [124, 394, 348, 618], [183, 53, 407, 277]]",5.253112,0.19215686274509805,0.6658145479897746,0.13365920416541327,0,0,0.26597397723442
222053,train,640,485,"[[1, 8, 225, 232], [341, 4, 565, 228], [180, 0, 404, 224], [391, 237, 615, 461], [66, 246, 290, 470]]",4.2976503,0.16164948453608247,0.1602460343153124,0.026749292283150976,0,0,0.3404964489724243
569336,train,640,225,"[[208, 1, 432, 225], [208, 0, 432, 224], [208, 0, 432, 224], [208, 0, 432, 224], [208, -1, 432, 223]]",5.28481,0.34844444444444445,1.0,0.9928967551622419,1,10,0.00311111111111112
669848,train,427,640,"[[4, 116, 228, 340], [2, 368, 226, 592], [134, 2, 358, 226], [202, 142, 426, 366], [197, 248, 421, 472]]",5.5,0.18360655737704917,0.34682592940544893,0.07262021491420381,0,0,0.28630289703268197
929219,train,600,800,"[[2, 574, 226, 798], [10, 125, 234, 349], [291, 28, 515, 252], [370, 549, 594, 773], [313, 250, 537, 474]]",5.089286,0.10453333333333334,0.004042101892984352,0.00040421018929843517,0,0,0.37195851011551506
879203,train,800,800,"[[77, 13, 301, 237], [450, 14, 674, 238], [33, 154, 257, 378], [473, 575, 697, 799], [415, 572, 639, 796]]",6.9159293,0.0784,0.5762259290673201,0.07511428025745556,0,0,0.40138864972491534
33294,train,640,480,"[[284, 8, 508, 232], [5, 53, 229, 277], [0, 128, 224, 352], [37, 255, 261, 479], [415, 254, 639, 478]]",5.0995026,0.16333333333333333,0.4818446272205077,0.07464202449409874,0,0,0.34958652105309235
62818,train,487,640,"[[10, 384, 234, 608], [7, 14, 231, 238], [189, 6, 413, 230], [257, 41, 481, 265], [230, 391, 454, 615]]",5.220339,0.16098562628336754,0.4160410904780719,0.05241526146544786,0,0,0.36436165232599105
742699,train,514,720,"[[1, 13, 225, 237], [34, 322, 258, 546], [194, 102, 418, 326], [282, 0, 506, 224], [286, 474, 510, 698]]",6.470414,0.13558149589277993,0.19808978032473734,0.024416537181297777,0,0,0.34915220340606123
412628,train,531,600,"[[20, 305, 244, 529], [31, 41, 255, 265], [159, 48, 383, 272], [306, 1, 530, 225], [306, 347, 530, 571]]",5.494382,0.15748901443816699,0.2619718309859155,0.04191273721918239,0,0,0.3405684886829553
954195,train,587,674,"[[5, 281, 229, 505], [36, 0, 260, 224], [168, 196, 392, 420], [333, 262, 557, 486], [362, 231, 586, 455]]",5.0409837,0.12682300486808648,0.6000765342730041,0.08810033791069813,0,0,0.2696033641693526
265011,train,512,640,"[[14, 340, 238, 564], [0, 86, 224, 310], [194, 225, 418, 449], [287, 98, 511, 322], [248, 0, 472, 224]]",4.8803825,0.153125,0.3025622387788479,0.05238083897116193,0,0,0.2958576554480293
739678,train,720,694,"[[16, 20, 240, 244], [339, 0, 563, 224], [179, 150, 403, 374], [301, 469, 525, 693], [244, 457, 468, 681]]",5.4390244,0.10041626641050272,0.5451130134877132,0.06552460495247076,0,0,0.32579865322325524
893025,train,800,450,"[[2, 6, 226, 230], [317, 61, 541, 285], [187, 125, 411, 349], [449, 225, 673, 449], [171, 213, 395, 437]]",4.8368793,0.13937777777777777,0.3925399644760213,0.07382699554116387,0,0,0.25312012591882566
38451,train,506,633,"[[11, 89, 235, 313], [28, 4, 252, 228], [174, 407, 398, 631], [275, 159, 499, 383], [275, 38, 499, 262]]",5.78481,0.1566541158546104,0.4019754397239414,0.07005261643616226,0,0,0.33536317630484563
917108,train,800,533,"[[322, 2, 546, 226], [532, 61, 756, 285], [2, 152, 226, 376], [148, 308, 372, 532], [165, 271, 389, 495]]",4.1805553,0.11767354596622889,0.6279545122722775,0.07754959646320461,0,0,0.32057253438460986
632201,train,640,434,"[[2, 5, 226, 229], [352, 5, 576, 229], [95, 37, 319, 261], [307, 185, 531, 409], [254, 209, 478, 433]]",5.2436976,0.18064516129032257,0.5169911718466562,0.10064125253963219,0,0,0.28895408674411865
228222,train,540,360,"[[73, 8, 297, 232], [314, 115, 538, 339], [0, 0, 224, 224], [70, 116, 294, 340], [105, 123, 329, 347]]",3.861017,0.25810699588477365,0.6911643270024773,0.21473809795117932,0,0,0.25733608538255304
27101,train,638,411,"[[3, 4, 227, 228], [202, 46, 426, 270], [122, 111, 346, 335], [409, 180, 633, 404], [30, 169, 254, 393]]",5.4913793,0.19135223363766027,0.29560008262755627,0.09636400456093,0,0,0.27109613183954234
55093,train,634,427,"[[211, 0, 435, 224], [163, 21, 387, 245], [376, 59, 600, 283], [76, 202, 300, 426], [31, 202, 255, 426]]",4.152263,0.1853441588664219,0.6654275092936803,0.1479572861044542,0,0,0.279576412073646
309112,train,640,640,"[[412, 8, 636, 232], [76, 79, 300, 303], [290, 162, 514, 386], [243, 415, 467, 639], [1, 407, 225, 631]]",5.328205,0.12250000000000001,0.07659957945328928,0.00908503526335363,0,0,0.3316727009252062
248286,train,640,470,"[[291, 0, 515, 224], [255, 15, 479, 239], [36, 54, 260, 278], [0, 217, 224, 441], [387, 245, 611, 469]]",5.646409,0.16680851063829788,0.6434981984932853,0.07818236026631568,0,0,0.3205467373283549
471055,train,640,449,"[[368, 28, 592, 252], [0, 52, 224, 276], [216, 33, 440, 257], [37, 224, 261, 448], [206, 218, 430, 442]]",5.856322,0.17461024498886416,0.1864182351272108,0.05837209782586524,0,0,0.2884001720544884
732430,train,640,480,"[[271, 1, 495, 225], [18, 88, 242, 312], [415, 101, 639, 325], [8, 225, 232, 449], [137, 252, 361, 476]]",5.862069,0.16333333333333333,0.2292465426216054,0.06337141486286911,0,0,0.3144474614927176
335371,train,640,415,"[[13, 9, 237, 233], [63, 40, 287, 264], [311, 131, 535, 355], [409, 190, 633, 414], [0, 190, 224, 414]]",5.787692,0.18891566265060242,0.5029504268384005,0.09983704687040115,0,0,0.31985374532086464
943472,train,800,531,"[[240, 9, 464, 233], [530, 6, 754, 230], [336, 15, 560, 239], [266, 306, 490, 530], [99, 303, 323, 527]]",4.8562875,0.11811676082862524,0.38515901060070673,0.05973950196485578,0,0,0.32260739913918923
125944,train,640,480,"[[167, 25, 391, 249], [0, 0, 224, 224], [78, 149, 302, 373], [249, 244, 473, 468], [250, 253, 474, 477]]",4.6590037,0.16333333333333333,0.914858702081783,0.14667533230729562,0,1,0.2741393530557157
418117,train,640,544,"[[342, 4, 566, 228], [278, 40, 502, 264], [0, 205, 224, 429], [0, 318, 224, 542], [173, 316, 397, 540]]",5.492228,0.14411764705882352,0.42805100182149364,0.09455252193059663,0,0,0.33288889244636205
58917,train,531,640,"[[14, 47, 238, 271], [59, 294, 283, 518], [40, 15, 264, 239], [196, 415, 420, 639], [260, 310, 484, 534]]",4.4061303,0.14764595103578154,0.6098562628336756,0.09921258698954274,0,0,0.3091468237922515
9589,train,640,480,"[[157, 1, 381, 225], [0, 80, 224, 304], [300, 106, 524, 330], [169, 255, 393, 479], [149, 245, 373, 469]]",3.9609756,0.16333333333333333,0.7700014110342881,0.11977755975946502,0,0,0.2598700601743688
55678,train,585,480,"[[287, 0, 511, 224], [355, 96, 579, 320], [12, 63, 236, 287], [28, 252, 252, 476], [61, 255, 285, 479]]",5.4696355,0.17868945868945868,0.726010904525206,0.11117392159207073,0,0,0.3296159242041204
348376,train,473,640,"[[15, 347, 239, 571], [9, 415, 233, 639], [114, 166, 338, 390], [193, 138, 417, 362], [237, 4, 461, 228]]",5.4736843,0.1657505285412262,0.5126009887857229,0.12302745001188206,0,0,0.2742326492330864
315334,train,371,640,"[[9, 300, 233, 524], [11, 8, 235, 232], [58, 102, 282, 326], [143, 370, 367, 594], [131, 124, 355, 348]]",5.253521,0.21132075471698114,0.4366785969935576,0.11192511453977365,0,0,0.253883133972468
85864,train,640,480,"[[0, 0, 224, 224], [164, 63, 388, 287], [306, 142, 530, 366], [184, 255, 408, 479], [116, 255, 340, 479]]",4.782918,0.16333333333333333,0.5342465753424658,0.10704533051708695,0,0,0.2592973313591932
504852,train,720,512,"[[349, 11, 573, 235], [1, 54, 225, 278], [212, 116, 436, 340], [327, 281, 551, 505], [111, 287, 335, 511]]",6.1902175,0.1361111111111111,0.11503461149568328,0.02921037220211471,0,0,0.2763888097957328
145167,train,640,483,"[[386, 15, 610, 239], [17, 35, 241, 259], [58, 105, 282, 329], [161, 257, 385, 481], [325, 203, 549, 427]]",4.834891,0.16231884057971013,0.39049466537342387,0.06624072573075514,0,0,0.2947922350690052
183562,train,640,393,"[[44, 2, 268, 226], [294, 6, 518, 230], [6, 98, 230, 322], [358, 166, 582, 390], [228, 167, 452, 391]]",5.4332247,0.1994910941475827,0.3110367892976589,0.08260067977166427,0,0,0.2829344593778193
775702,train,551,630,"[[1, 231, 225, 455], [35, 268, 259, 492], [152, 0, 376, 224], [314, 264, 538, 488], [326, 121, 550, 345]]",7.0459185,0.1445452712240371,0.5481163802412761,0.08086557391329294,0,0,0.2976637501014937
581019,train,480,640,"[[3, 173, 227, 397], [39, 1, 263, 225], [97, 279, 321, 503], [255, 413, 479, 637], [247, 122, 471, 346]]",5.79602,0.16333333333333333,0.18044511363101678,0.04199626094014521,0,0,0.29294557373949914
900165,train,800,536,"[[298, 4, 522, 228], [0, 44, 224, 268], [535, 118, 759, 342], [97, 311, 321, 535], [337, 297, 561, 521]]",5.4506173,0.11701492537313433,0.01179649533181424,0.001179649533181424,0,0,0.3323976056264063
742030,train,517,640,"[[2, 181, 226, 405], [47, 209, 271, 433], [135, 0, 359, 224], [291, 208, 515, 432], [292, 249, 516, 473]]",6.355263,0.15164410058027078,0.6853702366357086,0.12951935803346215,0,0,0.2738027739010983
62361,train,369,512,"[[2, 204, 226, 428], [0, 123, 224, 347], [77, 61, 301, 285], [144, 162, 368, 386], [144, 107, 368, 331]]",6.8636365,0.26558265582655827,0.6057347670250897,0.28028195675807765,0,0,0.1982295036485472
440343,train,372,640,"[[1, 222, 225, 446], [23, 0, 247, 224], [63, 201, 287, 425], [146, 230, 370, 454], [146, 194, 370, 418]]",6.8873873,0.210752688172043,0.7230769230769231,0.24930724207632618,0,0,0.1946141473953214
427009,train,640,634,"[[366, 8, 590, 232], [175, 19, 399, 243], [302, 102, 526, 326], [244, 408, 468, 632], [1, 397, 225, 621]]",6.4444447,0.12365930599369084,0.2614641995172969,0.04945796184322488,0,0,0.33638383055092586
344384,train,640,512,"[[0, 0, 224, 224], [289, 70, 513, 294], [177, 127, 401, 351], [179, 287, 403, 511], [114, 286, 338, 510]]",4.9473686,0.153125,0.5463749133215193,0.1116342458739092,0,0,0.255483803018767
772378,train,720,481,"[[163, 4, 387, 228], [372, 43, 596, 267], [4, 190, 228, 414], [0, 256, 224, 480], [402, 216, 626, 440]]",6.055888,0.1448833448833449,0.5299426759360898,0.06929929481280112,0,0,0.3219228512270527
785853,train,720,483,"[[468, 7, 692, 231], [469, 0, 693, 224], [8, 106, 232, 330], [0, 252, 224, 476], [246, 234, 470, 458]]",6.068085,0.14428341384863125,0.9312946248147649,0.11330574146212413,0,1,0.35712821691303837
189301,train,640,485,"[[0, 0, 224, 224], [182, 78, 406, 302], [312, 111, 536, 335], [213, 260, 437, 484], [59, 254, 283, 478]]",4.698052,0.16164948453608247,0.21789363819510182,0.07039946932938648,0,0,0.26341998278614237
145976,train,640,480,"[[351, 0, 575, 224], [5, 37, 229, 261], [31, 180, 255, 404], [235, 187, 459, 411], [181, 236, 405, 460]]",5.3162937,0.16333333333333333,0.421376164981162,0.08517714833176333,0,0,0.2746654343089012
326576,train,640,427,"[[278, 1, 502, 225], [320, 6, 544, 230], [381, 83, 605, 307], [137, 202, 361, 426], [21, 166, 245, 390]]",5.8339767,0.18360655737704917,0.658875260356399,0.1463738636589997,0,0,0.2812803129173661
719657,train,640,395,"[[180, 2, 404, 226], [22, 27, 246, 251], [270, 49, 494, 273], [392, 113, 616, 337], [53, 166, 277, 390]]",5.540107,0.19848101265822785,0.30949709006446224,0.09325017512505199,0,0,0.25765414324729524
3194,train,640,480,"[[392, 26, 616, 250], [4, 35, 228, 259], [1, 137, 225, 361], [66, 255, 290, 479], [317, 255, 541, 479]]",5.738019,0.16333333333333333,0.3673797520098106,0.05757281358408635,0,0,0.3428931187253861
161419,train,497,640,"[[2, 294, 226, 518], [0, 80, 224, 304], [134, 195, 358, 419], [272, 9, 496, 233], [269, 191, 493, 415]]",5.8953977,0.15774647887323945,0.24241073639379984,0.06383927167175761,0,0,0.2688565853138826
742777,train,720,483,"[[266, 0, 490, 224], [0, 38, 224, 262], [342, 126, 566, 350], [192, 258, 416, 482], [234, 258, 458, 482]]",5.3586206,0.14428341384863125,0.6842105263157895,0.10462169147526124,0,0,0.2674150120508925
312375,train,640,417,"[[274, 0, 498, 224], [170, 5, 394, 229], [2, 192, 226, 416], [82, 188, 306, 412], [329, 191, 553, 415]]",4.8018866,0.1880095923261391,0.4613233923578751,0.0991721408744998,0,0,0.2931261811035649
69620,train,600,412,"[[268, 3, 492, 227], [219, 13, 443, 237], [234, 66, 458, 290], [180, 174, 404, 398], [0, 184, 224, 408]]",5.3655915,0.20297734627831715,0.5953705764522591,0.21465343588227653,0,0,0.22806486265347709
452845,train,427,640,"[[8, 0, 232, 224], [0, 236, 224, 460], [146, 372, 370, 596], [199, 83, 423, 307], [201, 297, 425, 521]]",4.65,0.18360655737704917,0.33498290564180333,0.05364624282980237,0,0,0.2964097092016714
33224,train,640,479,"[[296, 1, 520, 225], [0, 51, 224, 275], [168, 108, 392, 332], [223, 254, 447, 478], [97, 254, 321, 478]]",5.8014708,0.16367432150313152,0.28,0.08225071637302236,0,0,0.2631067433060566
270889,train,422,640,"[[6, 0, 230, 224], [11, 230, 235, 454], [32, 263, 256, 487], [138, 260, 362, 484], [197, 274, 421, 498]]",5.8,0.18578199052132702,0.6296464703876321,0.19552347324113248,0,0,0.2323403414033131
178270,train,640,430,"[[4, 6, 228, 230], [410, 36, 634, 260], [107, 5, 331, 229], [353, 205, 577, 429], [177, 177, 401, 401]]",5.8875,0.18232558139534882,0.3677711294961087,0.06863685787425816,0,0,0.3053004331457813
